"","date","SHOP","AMZN","ETSY","MELI","W","index"
"81",2015-04-29,-0.944409485226925,-1.46395135202792,-0.75969315208602,-1.05343658132933,-0.847983116584255,-5.06947368725445
"82",2015-04-30,-0.944409485226925,-1.46389151441259,-0.792084407646329,-1.04850162926723,-0.84638036750652,-5.09526740405959
"83",2015-05-01,-0.944409485226925,-1.47145748892888,-0.794898405576285,-1.04967266519518,-0.857590844178295,-5.11802888910557
"84",2015-05-04,-0.944409485226925,-1.47037131594683,-0.802556514933414,-1.04422999920402,-0.881427928695822,-5.14299524400701
"85",2015-05-05,-0.944409485226925,-1.47020187684481,-0.77925969762327,-1.03174167885913,-0.886774612335063,-5.1123873508892
"86",2015-05-06,-0.944409485226925,-1.47204540121453,-0.765017211706075,-1.03730298146963,-0.889389157473568,-5.10816423709073
"87",2015-05-07,-0.944409485226925,-1.47412765237783,-0.776756294211803,-1.03853018763718,-0.907202076047535,-5.14102569550128
"88",2015-05-08,-0.944409485226925,-1.46637426941548,-0.772218017675542,-1.04468072356544,-0.898246435992223,-5.12592893187561
"89",2015-05-11,-0.944409485226925,-1.4595826679016,-0.787549862947802,-1.04192180518003,-0.872885343628608,-5.10634916488496
"90",2015-05-12,-0.944409485226925,-1.46042063859327,-0.816613902719071,-1.04273339525945,-0.881655557544665,-5.14583297934339
"91",2015-05-13,-0.944409485226925,-1.46224597586469,-0.820985033301269,-1.04365304081765,-0.881883177035038,-5.15317671224557
"92",2015-05-14,-0.944409485226925,-1.46638423348543,-0.832531936034828,-1.04547392703628,-0.895409171354505,-5.18420875313797
"93",2015-05-15,-0.944409485226925,-1.46098921725965,-0.820516740899779,-1.04163324433777,-0.898700245495969,-5.1662489332201
"94",2015-05-18,-0.944409485226925,-1.46725157347345,-0.829099898368228,-1.04222840613825,-0.892570389035622,-5.17555975224247
"95",2015-05-19,-0.944409485226925,-1.46800917508082,-0.821141127796727,-1.03977517028427,-0.900855364086084,-5.17419032247482
"96",2015-05-20,-0.944409485226925,-1.4715272403928,-0.814271786516901,-1.04381531303378,-0.897111708680097,-5.1711355338505
"97",2015-05-21,-0.944409485226925,-1.46938463657417,-0.873505214321996,-1.04107405795255,-0.900628546717953,-5.22900194079359
"98",2015-05-22,-0.925036273951333,-1.46163759154058,-0.868681109782127,-1.03762786280961,-0.882338366181971,-5.17532120426562
"99",2015-05-26,-0.91915473160849,-1.46562650980551,-0.873971995388183,-1.04038858578047,-0.871631358698505,-5.17077318128115
"100",2015-05-27,-0.91615604229988,-1.46777988149109,-0.875216647043398,-1.04352680809434,-0.885751183610777,-5.18843056253949
"101",2015-05-28,-0.920966719654659,-1.46184704870156,-0.87568337666009,-1.04228253652213,-0.887229395878092,-5.18800907741654
"102",2015-05-29,-0.921078556902429,-1.46668330632733,-0.875994492317775,-1.04215627734684,-0.891093614091225,-5.1970062469856
"103",2015-06-01,-0.921637698714715,-1.46403112227013,-0.880349779950406,-1.04462664045098,-0.883021112058401,-5.19366635344464
"104",2015-06-02,-0.921346948988788,-1.4623457338032,-0.891387973048232,-1.04724026991679,-0.895295646513889,-5.21761657227089
"105",2015-06-03,-0.922196798354728,-1.46227591868779,-0.894340477256414,-1.04844757798356,-0.890184636160919,-5.21744540844341
"106",2015-06-04,-0.921100922003888,-1.45668913187482,-0.902728627140623,-1.04761868983445,-0.873341285584604,-5.20147865643839
"107",2015-06-05,-0.922576956577027,-1.46248536280527,-0.906610414207217,-1.04794305952815,-0.874480958467396,-5.21409675158506
"108",2015-06-08,-0.921212751650927,-1.46630448176833,-0.907231403879044,-1.04496917746837,-0.846838306961001,-5.18655612172767
"109",2015-06-09,-0.922129708697232,-1.46974346098876,-0.909870318126691,-1.04904214426074,-0.841225847388605,-5.19201147946202
"110",2015-06-10,-0.919087611014195,-1.46776991860407,-0.892320399465961,-1.04799711502853,-0.839392115380756,-5.16656715949352
"111",2015-06-11,-0.91962455673003,-1.46249533088961,-0.880038722438324,-1.04404971732412,-0.835264275361639,-5.14147260274372
"112",2015-06-12,-0.913738204713723,-1.46030092177018,-0.87879445929814,-1.05129377999354,-0.835034868095026,-5.13916223387061
"113",2015-06-15,-0.907241587478351,-1.46334303110316,-0.882215962683126,-1.04727629249682,-0.834002456348183,-5.13407933010964
"114",2015-06-16,-0.903049120795826,-1.46957401139628,-0.887191295335649,-1.0503211546307,-0.845693329335652,-5.1558289114941
"115",2015-06-17,-0.897193382744343,-1.46599539516486,-0.887657630558932,-1.04754662071058,-0.832855158512544,-5.13124818769126
"116",2015-06-18,-0.896026146308132,-1.46544706361899,-0.895738819093754,-1.04788897618667,-0.82677098989975,-5.13187199510729
"117",2015-06-19,-0.902936985383403,-1.45389463419368,-0.902573330709422,-1.04403166953382,-0.795461181315997,-5.09889780113633
"118",2015-06-22,-0.903004265771135,-1.45835550074931,-0.918404664864866,-1.04096583162572,-0.790383481750934,-5.11111374476196
"119",2015-06-23,-0.899818973071187,-1.45698848733542,-0.916698204229569,-1.04175948617358,-0.780911497425841,-5.0961766482356
"120",2015-06-24,-0.903206103032359,-1.44730466679274,-0.917939289477344,-1.0340534297547,-0.790729825551566,-5.09323331460871
"121",2015-06-25,-0.902017430572619,-1.45244718185005,-0.917163620197972,-1.03739322933997,-0.797422061396226,-5.10644352335685
"122",2015-06-26,-0.904529104322232,-1.45318591719348,-0.909249441125334,-1.03649074944881,-0.798805900697661,-5.10226111278752
"123",2015-06-29,-0.90748812195994,-1.4551821750909,-0.91933538497155,-1.03993756592684,-0.787958852055788,-5.10990210000502
"124",2015-06-30,-0.91241698215697,-1.4634028719396,-0.919645616457669,-1.05183403335147,-0.803993016767148,-5.15129252067285
"125",2015-07-01,-0.90652433918271,-1.4591835994811,-0.92243732077942,-1.05080748578696,-0.794192079504078,-5.13314482473427
"126",2015-07-02,-0.912887275267505,-1.45589079607895,-0.923057626479697,-1.05123972474706,-0.79026805965319,-5.1333434822264
"127",2015-07-06,-0.912439376272059,-1.45557142206583,-0.934528350306811,-1.05619058423542,-0.793499739072795,-5.15222947195292
"128",2015-07-07,-0.914186017483209,-1.45723796898026,-0.932513918144349,-1.06108364802216,-0.802725392886772,-5.16774694551675
"129",2015-07-08,-0.913671029695919,-1.45655939844836,-0.933753610275466,-1.06234230013258,-0.801457590615956,-5.16778392916828
"130",2015-07-09,-0.917185596720736,-1.46356242039021,-0.914681207756384,-1.07202525862037,-0.819416675684438,-5.18687115917214
"131",2015-07-10,-0.917476529184264,-1.45888430713389,-0.889056609804655,-1.06590104978711,-0.809406684076265,-5.14072517998619
"132",2015-07-13,-0.916267955290148,-1.44978134566068,-0.883926398022136,-1.06173097609674,-0.797537416992762,-5.10924409206246
"133",2015-07-14,-0.914432300202881,-1.43773212090441,-0.891698768500688,-1.06171300558027,-0.788305262456991,-5.09388145764524
"134",2015-07-15,-0.913447109903171,-1.42773121706809,-0.884237376493693,-1.06304342646042,-0.788536208684677,-5.07699533861005
"135",2015-07-16,-0.916849887576126,-1.43211268137962,-0.879416618382703,-1.06178491484764,-0.799958937331524,-5.09012303951761
"136",2015-07-17,-0.916737984333167,-1.41781187893905,-0.879261080969922,-1.06104770323893,-0.798921234570906,-5.07377988205198
"137",2015-07-20,-0.910289047780408,-1.41026939465037,-0.798962300544381,-1.05905134707733,-0.778715135668065,-4.95728722572056
"138",2015-07-21,-0.906972626795525,-1.40516834755813,-0.836743049239931,-1.05964492726651,-0.771080905058895,-4.97960985591899
"139",2015-07-22,-0.908160448083593,-1.4052686051399,-0.845785538365262,-1.06352875665667,-0.779986804489769,-5.0027301527352
"140",2015-07-23,-0.910580278337533,-1.40499796158329,-0.854044141732777,-1.06316924734263,-0.789806265461578,-5.02259789445781
"141",2015-07-24,-0.908406949542864,-1.41110099862814,-0.85419992807437,-1.06624244458726,-0.78068032344668,-5.02063064427932
"142",2015-07-27,-0.907376058516072,-1.3636876485014,-0.840641278169139,-1.06935002301707,-0.775245939321735,-4.95630094752542
"143",2015-07-28,-0.908944747871756,-1.36168694894206,-0.856380748996696,-1.07383799590955,-0.799728344527395,-5.00057878624745
"144",2015-07-29,-0.90627777015783,-1.36709532884197,-0.850928189821826,-1.07428661301842,-0.791653228772646,-4.99024113061269
"145",2015-07-30,-0.906053607396509,-1.36410987724684,-0.845785538365262,-1.06466110239339,-0.793038143077594,-4.97364826847959
"146",2015-07-31,-0.897148495673222,-1.35630685481717,-0.811148459037321,-1.07062495171743,-0.800535365441464,-4.93576412668661
"147",2015-08-03,-0.898809245433189,-1.35692034814659,-0.816770036633861,-1.07060697955572,-0.797998689144408,-4.94110529891377
"148",2015-08-04,-0.892141453869755,-1.35804678959868,-0.822077636300267,-1.07471726439465,-0.804338721683977,-4.95132186584733
"149",2015-08-05,-0.896519998675903,-1.36119427102078,-0.841888517588354,-1.0733355079184,-0.781027103994094,-4.95396539919753
"150",2015-08-06,-0.896430210364437,-1.35605538848641,-0.926623866578041,-1.06839815548441,-0.771890935839026,-5.01939855675232
"151",2015-08-07,-0.901299641685502,-1.36364745758404,-0.929569195492006,-1.08798038146742,-0.799843619818533,-5.0823402960475
"152",2015-08-10,-0.903811574332853,-1.37052233385972,-0.931894030645751,-1.08772972998303,-0.807103496243724,-5.10106116506507
"153",2015-08-11,-0.907600183552488,-1.36913553922841,-0.918714916617095,-1.08321617708769,-0.788536208684677,-5.06720302517036
"154",2015-08-12,-0.903856424126789,-1.3656579886595,-0.892009587202279,-1.08404034414324,-0.788074353344946,-5.03363869747675
"155",2015-08-13,-0.904775735772265,-1.36721595100848,-0.878483400035515,-1.08749697674823,-0.662720986380888,-4.90069304994538
"156",2015-08-14,-0.903475210271503,-1.3634463862214,-0.876772328384379,-1.08934088632031,-0.608468940622284,-4.84150375181988
"157",2015-08-17,-0.905156878130136,-1.36157633274337,-0.875372225195641,-1.09021788254105,-0.655935614017968,-4.88825893262816
"158",2015-08-18,-0.905493165912812,-1.35785569806553,-0.871171157998682,-1.08776553222889,-0.645868432802316,-4.86815398700823
"159",2015-08-19,-0.909549715086868,-1.35805684102422,-0.894340477256414,-1.0934741730464,-0.707552379377674,-4.96297358579158
"160",2015-08-20,-0.912909673176699,-1.36016863025914,-0.908007607477281,-1.10069597890961,-0.721758269772353,-5.00354015959508
"161",2015-08-21,-0.917118456243502,-1.37739409880923,-0.91933538497155,-1.11142266849855,-0.729551359523737,-5.05482196804657
"162",2015-08-24,-0.920362780633668,-1.39878173799257,-0.931584069092824,-1.11381155830125,-0.722456382168573,-5.08699652818888
"163",2015-08-25,-0.923694942800465,-1.42993213460767,-0.939795512677042,-1.11924520805156,-0.755675204927418,-5.16834300306416
"164",2015-08-26,-0.922241520856664,-1.42693075282723,-0.940724808433898,-1.12161297429468,-0.740009833473046,-5.15151988988552
"165",2015-08-27,-0.919356089312678,-1.39246223602881,-0.938091657505503,-1.11698330486362,-0.731527750159386,-5.09842103787
"166",2015-08-28,-0.918707251704588,-1.37479242796718,-0.918714916617095,-1.10412498018243,-0.746743479382864,-5.06308305585415
"167",2015-08-31,-0.919848269492856,-1.37515410543472,-0.910491168695778,-1.10194636688604,-0.741171146682362,-5.04861105719176
"168",2015-09-01,-0.920877251670963,-1.38029651803406,-0.918094421256748,-1.10755194227698,-0.798114035586825,-5.12493416882557
"169",2015-09-02,-0.922979451458323,-1.39670565568617,-0.922282236383933,-1.1100851607215,-0.807909690599851,-5.15996219484978
"170",2015-09-03,-0.922755845061119,-1.38264617455095,-0.917784156012289,-1.10774821809455,-0.809982352687025,-5.14091674640593
"171",2015-09-04,-0.921749524588953,-1.3884985058371,-0.922902548882827,-1.1036607510021,-0.825622426846254,-5.16243375715724
"172",2015-09-08,-0.92250987080444,-1.39423799392825,-0.919955826290664,-1.11088769778593,-0.822175508070202,-5.16976689687949
"173",2015-09-09,-0.921771887388673,-1.37562621160072,-0.917629035599626,-1.10844404513953,-0.79476895883299,-5.11824013856153
"174",2015-09-10,-0.924298575390951,-1.37627916466115,-0.923367776570428,-1.111101694789,-0.802955890550819,-5.13800310196235
"175",2015-09-11,-0.92483509558332,-1.37090420133677,-0.919645616457669,-1.11299160460222,-0.820451363973542,-5.14882788195353
"176",2015-09-14,-0.923516079964426,-1.36366755305575,-0.918404664864866,-1.11611036491777,-0.84695281922268,-5.16865148202549
"177",2015-09-15,-0.921615335458787,-1.3717683311407,-0.917318760400865,-1.11459575637877,-0.852331319216134,-5.17762950259525
"178",2015-09-16,-0.919602181303934,-1.37077356547796,-0.91390536211845,-1.11085203770135,-0.850386459136067,-5.16551960573777
"179",2015-09-17,-0.917812201439748,-1.36572835182074,-0.917163620197972,-1.10892573046141,-0.841111230187641,-5.15074113410752
"180",2015-09-18,-0.902936985383403,-1.3541844626893,-0.898224470397389,-1.11671608874996,-0.838360405326611,-5.11042241254667
"181",2015-09-21,-0.902690288633105,-1.35278616334874,-0.90148623945022,-1.12609653140395,-0.834461336129226,-5.11752055896525
"182",2015-09-22,-0.9045515242788,-1.34460524588059,-0.893718945052155,-1.12780359245328,-0.836181778737517,-5.10686108640234
"183",2015-09-23,-0.907174348294246,-1.35465725074655,-0.904902545063082,-1.13345444640188,-0.829985984658836,-5.1301745751646
"184",2015-09-24,-0.907532947878782,-1.35700084108767,-0.913750199730316,-1.13862037879959,-0.817116800773243,-5.1340211682696
"185",2015-09-25,-0.907600183552488,-1.35933399892472,-0.908007607477281,-1.13874458369862,-0.822635211220225,-5.13632158487334
"186",2015-09-28,-0.906613997983115,-1.36888431845003,-0.921506818559801,-1.13984455510961,-0.813090200429511,-5.14993989053206
"187",2015-09-29,-0.908541403087882,-1.38916089790575,-0.925073435794167,-1.14312541099954,-0.809406684076265,-5.17530783186361
"188",2015-09-30,-0.907219170926435,-1.39717707233959,-0.926003717752244,-1.14906129990365,-0.834117201258745,-5.21357846218067
"189",2015-10-01,-0.90372187919054,-1.38130071000354,-0.928019104995251,-1.14133449843117,-0.823899167282716,-5.17827535990321
"190",2015-10-02,-0.904013388152401,-1.37243149672597,-0.920886444958277,-1.14200837628669,-0.814816198669905,-5.15415590479324
"191",2015-10-05,-0.902353865035881,-1.36055071694959,-0.918249551350044,-1.13345444640188,-0.811018455154653,-5.12562703489205
"192",2015-10-06,-0.900222820352488,-1.34934524286076,-0.912974303890575,-1.13130496898195,-0.788882636949641,-5.08272997303542
"193",2015-10-07,-0.901456663309579,-1.35558264139913,-0.922127165177907,-1.13437792278422,-0.774436244880915,-5.08798063755175
"194",2015-10-08,-0.898943884863447,-1.35109597933536,-0.920421135797887,-1.13487512885249,-0.78703499959438,-5.09237112844357
"195",2015-10-09,-0.89690159564193,-1.35992727522416,-0.929879201861098,-1.13549655541795,-0.773279365539054,-5.09548399368419
"196",2015-10-12,-0.899639479136036,-1.35324893788484,-0.925383541418775,-1.13606465639148,-0.777674531241299,-5.09201114607243
"197",2015-10-13,-0.905717346903959,-1.34279343053361,-0.949395108755984,-1.1386913417767,-0.785302415409762,-5.12189964338002
"198",2015-10-14,-0.908384542154704,-1.34409193188312,-0.96037978705953,-1.137200679392,-0.780911497425841,-5.13096843791519
"199",2015-10-15,-0.907219170926435,-1.34818802739492,-0.96981004284089,-1.14165371716631,-0.771890935839026,-5.13876189416759
"200",2015-10-16,-0.906098437326261,-1.33045805661107,-0.969191875471304,-1.13672144077045,-0.757761828784051,-5.10023163896314
"201",2015-10-19,-0.905672509140313,-1.32207526589062,-0.96981004284089,-1.1330636929389,-0.738151402750608,-5.06877291356133
"202",2015-10-20,-0.907846705157222,-1.31966655859403,-0.970582714312453,-1.13169584855493,-0.709882547529737,-5.03967437414837
"203",2015-10-21,-0.91201384315997,-1.33202938716406,-0.96440007111313,-1.13148264128073,-0.704405854355194,-5.04433179707308
"204",2015-10-22,-0.911005901415954,-1.33717561630427,-0.974599834787487,-1.1337386180317,-0.70930006457768,-5.06582003511709
"205",2015-10-23,-0.910871496448457,-1.32897724550129,-0.96362703289128,-1.12993667025399,-0.719779917515161,-5.05319236261018
"206",2015-10-26,-0.91165548435961,-1.29356536630832,-0.966873474580625,-1.12714571983389,-0.752196398589491,-5.05143644367194
"207",2015-10-27,-0.912976850424554,-1.28389551429771,-0.965482239036126,-1.12616767120989,-0.757761828784051,-5.04628410375233
"208",2015-10-28,-0.913044032356221,-1.28147236122319,-0.969964583788285,-1.13018548839138,-0.747787912700602,-5.04245437845967
"209",2015-10-29,-0.912864882613884,-1.27532259393574,-0.968264561803803,-1.13052312590468,-0.730597724015285,-5.01757288827339
"210",2015-10-30,-0.911812269990962,-1.26577684074172,-0.971046289132517,-1.13391621099517,-0.732806366753759,-5.01535797761413
"211",2015-11-02,-0.910401063467186,-1.26643352535279,-0.971200815326288,-1.12835471402401,-0.740590508282259,-5.01698062645254
"212",2015-11-03,-0.913223182696835,-1.2639582035001,-0.974445364153061,-1.12195115044511,-0.725132174407219,-4.99871007520233
"213",2015-11-04,-0.912148225493471,-1.26702961108735,-0.969191875471304,-1.1179273542463,-0.707202825766804,-4.97349989206522
"214",2015-11-05,-0.911453895202211,-1.25122438478952,-0.985563276954096,-1.11299160460222,-0.714541339134847,-4.9757745006829
"215",2015-11-06,-0.911745075825097,-1.23636132783967,-0.985717627497441,-1.09615657687187,-0.728272311083308,-4.95825291911739
"216",2015-11-09,-0.911924255225568,-1.23259902721134,-0.997288229941803,-1.09211461770098,-0.719081619467654,-4.95300774954735
"217",2015-11-10,-0.914857680732473,-1.23652312847585,-1.00360892068051,-1.09315220178591,-0.699043033122297,-4.94718496479704
"218",2015-11-11,-0.918528253427444,-1.23228541870232,-1.00838581694846,-1.09039684350946,-0.773510754593826,-5.02310708718151
