"","date","ISRG","IRBT","NVDA","TER","YASKY","FANUY","index"
"45",2015-03-09,-1.37699501769834,-1.04671192456517,-0.776407128124177,-1.1689489010612,-1.46428530916331,0.120081908423263,-5.71326637218893
"46",2015-03-10,-1.37862669600433,-1.0398722761147,-0.776313163511918,-1.16944599393978,-1.46428530916331,0.116490397743891,-5.71205304099015
"47",2015-03-11,-1.38432681949771,-1.05773687394589,-0.775702401745608,-1.17491098646553,-1.46428530916331,-0.00918509837103151,-5.86614748918908
"48",2015-03-12,-1.37759152914983,-1.07523881174329,-0.775890331299153,-1.17168227751579,-1.46428530916331,0.157799121203004,-5.70688913766837
"49",2015-03-13,-1.3711268072493,-1.08056898260383,-0.776219201616795,-1.16820318036246,-1.46428530916331,0.465110429693165,-5.39529305130253
"50",2015-03-16,-1.37765902628956,-1.09580732237647,-0.776172219068188,-1.1612386457511,-1.41182370824451,1.04568973397583,-4.777011187754
"51",2015-03-17,-1.36258560648589,-1.11182222107908,-0.775749384986337,-1.1515242013868,-1.41182370824451,1.06722197533389,-4.74628314684873
"52",2015-03-18,-1.36379393907861,-1.13205341065934,-0.775310881029806,-1.15625885148058,-1.41182370824451,1.13716378667134,-4.7020770038215
"53",2015-03-19,-1.36028088791917,-1.12136220191107,-0.775905989304704,-1.15476411871313,-1.41182370824451,1.23927467141918,-4.5848622346734
"54",2015-03-20,-1.36039390336324,-1.13128950446258,-0.775357864846563,-1.15600974730249,-1.41182370824451,1.31442342089885,-4.52045130732054
"55",2015-03-23,-1.36008879765518,-1.13205341065934,-0.774966339909161,-1.14528880564819,-1.41182370824451,1.2804374073543,-4.54378365476209
"56",2015-03-24,-1.36101537618858,-1.10571948929961,-0.776156561193375,-1.14753427876386,-1.41182370824451,1.21241697119818,-4.58983244249176
"57",2015-03-25,-1.36610798088968,-1.08894839713879,-0.776642032453293,-1.1500282967962,-1.41182370824451,1.18375782500851,-4.60979259051397
"58",2015-03-26,-1.37565542692954,-1.13587346708514,-0.778771755853431,-1.17739332532023,-1.36307798851723,1.11744256214194,-4.71332940156363
"59",2015-03-27,-1.37141985188476,-1.13587346708514,-0.778881372712187,-1.18681589461391,-1.36307798851723,1.0546622654704,-4.78140630934283
"60",2015-03-30,-1.37338046709,-1.13510938559414,-0.778239340657518,-1.17888217446304,-1.36307798851723,1.04748442454407,-4.78120493177786
"61",2015-03-31,-1.36333093947298,-1.1003814337718,-0.778098404758596,-1.16994299586478,-1.36307798851723,1.11744256214194,-4.65738920024344
"62",2015-04-01,-1.3646068083774,-1.11029629352499,-0.778944007757867,-1.1764005044353,-1.3782856987731,0.99722501003089,-4.81130830283777
"63",2015-04-02,-1.36292442102546,-1.12594328800474,-0.778818734554618,-1.17937838363794,-1.41939380966249,1.02953768998851,-4.83692094689674
"64",2015-04-06,-1.36092499277286,-1.11372975269128,-0.778740439672485,-1.17615227130588,-1.41939380966249,1.11564989847284,-4.73329136763216
"65",2015-04-07,-1.35409503499338,-1.09656946707802,-0.777785210960574,-1.17540755265311,-1.38747977983632,1.12640756618777,-4.66492947933364
"66",2015-04-08,-1.35621077446626,-1.10915201182306,-0.77748767428481,-1.17714513701125,-1.38747977983632,1.25538422044316,-4.55209115697855
"67",2015-04-09,-1.35734175055606,-1.07980740766434,-0.777237115872085,-1.17342107010498,-1.36988410596291,1.23748431224064,-4.52020713791973
"68",2015-04-10,-1.35549810780274,-1.07752288567173,-0.776438446607819,-1.16795458537983,-1.36988410596291,1.26791160024945,-4.47938653117557
"69",2015-04-13,-1.33591687073444,-1.07295489494965,-0.776078256757508,-1.16347812559952,-1.36988410596291,1.2589640144607,-4.45934823954333
"70",2015-04-14,-1.32231823572736,-1.07371616715067,-0.776407128124177,-1.16870033833659,-1.36668176044292,1.14971104401215,-4.55811258576957
"71",2015-04-15,-1.32944680826929,-1.06800751332869,-0.776704671921819,-1.17590402705642,-1.36668176044292,1.08157390545533,-4.63517087556381
"72",2015-04-16,-1.33210872664058,-1.04481179428812,-0.776281844905096,-1.1764005044353,-1.36668176044292,1.12282202693607,-4.57346260377595
"73",2015-04-17,-1.32097331478154,-1.07257434410311,-0.77650108946495,-1.17962647137009,-1.36427932627287,1.00440598889296,-4.70954855709961
"74",2015-04-20,-1.32415265805305,-1.07752288567173,-0.776955234538488,-1.19152099814061,-1.36427932627287,0.8696811129884,-4.86474998968835
"75",2015-04-21,-1.31014339044497,-1.0440517692039,-0.77712749631419,-1.18408997544993,-1.36427932627287,0.893042843582959,-4.7866491141029
"76",2015-04-22,-1.31727854251311,-1.08818644932359,-0.777174477452461,-1.18607263440443,-1.36427932627287,1.03671690559832,-4.69627452436814
"77",2015-04-23,-1.35115165002419,-1.12632518710415,-0.776782974823725,-1.17913028466585,-1.36427932627287,1.12640756618777,-4.67126185670301
"78",2015-04-24,-1.35586008728352,-1.05469476535139,-0.776923916563454,-1.17937838363794,-1.36427932627287,1.12640756618777,-4.60472891292141
"79",2015-04-27,-1.36360196885374,-1.05089300812812,-0.777221455527078,-1.18780681036333,-1.36427932627287,1.0995101643935,-4.64429240475164
"80",2015-04-28,-1.36969506717756,-1.0573565090591,-0.776955234538488,-1.19449043642804,-1.36427932627287,1.68396936386526,-4.0788072096108
"81",2015-04-29,-1.36470843017673,-1.08361547507322,-0.776782974823725,-1.1833463373238,-1.4034498381428,1.41629356809284,-4.39560948744744
"82",2015-04-30,-1.37081117950889,-1.09085334408792,-0.777049197254845,-1.18433784787206,-1.40424760658222,1.37341635220895,-4.45388282309697
"83",2015-05-01,-1.37481088885475,-1.11830889128352,-0.776955234538488,-1.19127346081422,-1.44464874316173,1.05286771522344,-4.85312950342927
"84",2015-05-04,-1.37258056553751,-1.11945379913238,-0.776093917658817,-1.14029601322229,-1.44464874316173,1.12640756618777,-4.72666547252496
"85",2015-05-05,-1.37212983684155,-1.11029629352499,-0.776313163511918,-1.14079543697137,-1.44464874316173,1.14971104401215,-4.69447242999941
"86",2015-05-06,-1.37821039728748,-1.11678237269213,-0.777221455527078,-1.15227203965998,-1.46983082010633,1.04389500867362,-4.85042207659938
"87",2015-05-07,-1.38298966370621,-1.11182222107908,-0.777111835921419,-1.1500282967962,-1.46983082010633,1.00081556148328,-4.89096727612596
"88",2015-05-08,-1.38251759215627,-1.10381286732144,-0.77650108946495,-1.14653641743846,-1.46983082010633,0.878667102694073,-5.00053168379338
"89",2015-05-11,-1.37667988003532,-1.11640069184267,-0.779100599307396,-1.13504930177753,-1.46983082010633,0.752830437925264,-5.12423085514399
"90",2015-05-12,-1.37437169561704,-1.12861618160255,-0.77941378008353,-1.13079886742376,-1.46983082010633,0.752830437925264,-5.13020090690795
"91",2015-05-13,-1.37609448220757,-1.12098056222816,-0.779100599307396,-1.13654877884187,-1.4661077821556,0.826542817837122,-5.05228938690348
"92",2015-05-14,-1.37201713732973,-1.12899814196157,-0.778912688753528,-1.13729841037771,-1.44524442896308,0.995429405391755,-4.86704140199386
"93",2015-05-15,-1.36763119612486,-1.12098056222816,-0.778380272941459,-1.12979839090438,-1.44524442896308,0.975677454715983,-4.86635739644595
"94",2015-05-18,-1.3661531175029,-1.12212565327495,-0.778364616155027,-1.13204930970867,-1.43769575957957,0.887652022134745,-4.94873643408638
"95",2015-05-19,-1.36729276043418,-1.11563750203807,-0.778411592472983,-1.12979839090438,-1.43769575957957,0.801374963874517,-5.02746104155467
"96",2015-05-20,-1.36705582354961,-1.11601916547029,-0.778771755853431,-1.13004853623081,-1.43769575957957,0.831936053257667,-4.99765498742605
"97",2015-05-21,-1.37887420677323,-1.12021716323117,-0.778771755853431,-1.13054875073736,-1.43769575957957,0.828340578193607,-5.01776705798115
"98",2015-05-22,-1.37597064396321,-1.12708886530933,-0.779006645667164,-1.12779693675191,-1.43769575957957,0.889449174169995,-4.95810967710119
"99",2015-05-26,-1.37561039396553,-1.12937996519554,-0.779053621025198,-1.13004853623081,-1.42019032465029,0.855302780580411,-4.97898006048696
"100",2015-05-27,-1.38471999931857,-1.13396340207405,-0.77925719008065,-1.13379948059559,-1.42019032465029,0.756426347236204,-5.09550404948295
"101",2015-05-28,-1.37742268486294,-1.13816584866452,-0.777518994698263,-1.11903356140205,-1.42019032465029,0.943348719437948,-4.88898269484011
"102",2015-05-29,-1.38625871174414,-1.12556154350324,-0.777049197254845,-1.1180312965188,-1.44365574204083,0.957718262758794,-4.89283822830306
"103",2015-06-01,-1.38406841967683,-1.13625544801206,-0.777064857678481,-1.11903356140205,-1.42576386684539,1.20167137160061,-4.6405147820142
"104",2015-06-02,-1.3678229435896,-1.12136220191107,-0.776673353700089,-1.11753015755861,-1.41979207564079,1.08695512418295,-4.71622560821721
"105",2015-06-03,-1.37126205221243,-1.11182222107908,-0.777362395322434,-1.12429291543307,-1.41979207564079,1.07798585845313,-4.72654580123467
"106",2015-06-04,-1.36899597007612,-1.10915201182306,-0.777738230726106,-1.12128807832503,-1.41979207564079,1.06542767590877,-4.73153869068233
"107",2015-06-05,-1.37451808565823,-1.11830889128352,-0.77712749631419,-1.12904789828195,-1.41979207564079,1.04568973397583,-4.77310471320285
"108",2015-06-08,-1.37582430594706,-1.11983540392068,-0.776861274538671,-1.11878300870452,-1.41979207564079,1.02415249591855,-4.78694357283318
"109",2015-06-09,-1.38090995548221,-1.12785257889174,-0.77765993317276,-1.12704621882884,-1.46111480771388,0.849910753437534,-5.02467274065191
"110",2015-06-10,-1.37341426999256,-1.12288913918529,-0.77748767428481,-1.1265456932818,-1.46111480771388,0.795981593510963,-5.06546999094738
"111",2015-06-11,-1.36553239915731,-1.11754561437083,-0.778098404758596,-1.1195346395733,-1.46111480771388,0.821150019680058,-5.02067584589387
"112",2015-06-12,-1.3722650490461,-1.11945379913238,-0.777738230726106,-1.11753015755861,-1.45516688984727,0.788790071208661,-5.0533640551018
"113",2015-06-15,-1.37517124799171,-1.11563750203807,-0.778662141602447,-1.1222898218782,-1.46071840070621,0.795981593510963,-5.05649752070568
"114",2015-06-16,-1.37965039920401,-1.11830889128352,-0.778724780070228,-1.12704621882884,-1.46071840070621,0.76721442920304,-5.09723426088978
"115",2015-06-17,-1.38060635746585,-1.09771303972231,-0.778317636779545,-1.12679596072598,-1.46071840070621,0.68449777844884,-5.15965361695106
"116",2015-06-18,-1.3828547696843,-1.09085334408792,-0.777926148252255,-1.1250439407498,-1.49868431798849,0.670111029010029,-5.20525149175273
"117",2015-06-19,-1.37478838703743,-1.07752288567173,-0.777362395322434,-1.12103760783348,-1.49868431798849,0.668312530229854,-5.1810830636237
"118",2015-06-22,-1.37619582272906,-1.09199638559805,-0.777472014069626,-1.12879771522265,-1.48841988581335,0.813959229019146,-5.04892259441359
"119",2015-06-23,-1.37090135029185,-1.09009131060284,-0.777612952752762,-1.13229932186517,-1.48841988581335,0.819352200308969,-5.039972621017
"120",2015-06-24,-1.374090113889,-1.08666265511747,-0.778489891156816,-1.13554918199368,-1.48841988581335,0.833733195417942,-5.02947853255237
"121",2015-06-25,-1.37878421157771,-1.08971037943231,-0.778818734554618,-1.14454016608055,-1.47458103541311,0.740243061024505,-5.1261914660338
"122",2015-06-26,-1.37607198756372,-1.0980941507176,-0.778568186659127,-1.14603740292862,-1.48604925798719,0.635942147611452,-5.24887883824481
"123",2015-06-29,-1.37349312927133,-1.08437721924992,-0.779241530740746,-1.15501327470473,-1.4994733366739,0.671909525415317,-5.21968896522532
"124",2015-06-30,-1.38852639629279,-1.13167152613191,-0.780212371307076,-1.16671149463956,-1.5317498761582,0.510061826276332,-5.48880983825321
"125",2015-07-01,-1.38771828549932,-1.13893007047806,-0.780228030164771,-1.16546808712786,-1.5317498761582,0.574798174619322,-5.42929617480889
"126",2015-07-02,-1.3862137974139,-1.14925020731131,-0.779773932037562,-1.16397569202006,-1.5317498761582,0.637740668868861,-5.37322283607218
"127",2015-07-06,-1.38570844689656,-1.12327082251837,-0.779742613862948,-1.1619852184851,-1.5317498761582,0.562210133538183,-5.42024684438299
"128",2015-07-07,-1.39489580738048,-1.14657399914077,-0.780134079883159,-1.16322937392561,-1.54038459866503,0.581991495644365,-5.44322636335068
"129",2015-07-08,-1.39111804207865,-1.15689894655569,-0.780729097596102,-1.16372691414089,-1.53449845194373,0.5712018193417,-5.45576963297337
"130",2015-07-09,-1.39427950353462,-1.15728148291448,-0.780948314323825,-1.17168227751579,-1.5755932268731,0.224266181000718,-5.85551862416109
"131",2015-07-10,-1.39111804207865,-1.15230926738616,-0.781324107032808,-1.16944599393978,-1.53920774161202,0.337475915713163,-5.69592923633626
"132",2015-07-13,-1.38393356221354,-1.13854795518514,-0.780791731957426,-1.16422445922791,-1.54947856605536,0.33028663229373,-5.68668964234564
"133",2015-07-14,-1.3730537562538,-1.11449285548466,-0.780588175803592,-1.15949616164715,-1.51917124850889,0.348260435058552,-5.59854176263955
"134",2015-07-15,-1.37934670635952,-1.11869046991916,-0.780572517125136,-1.15949616164715,-1.51976134405106,0.359044746507954,-5.59882245259407
"135",2015-07-16,-1.38099990313943,-1.14236935654712,-0.780791731957426,-1.16621416388577,-1.54156125314735,0.321300694293595,-5.6906357143835
"136",2015-07-17,-1.38152835352624,-1.13663751067812,-0.780102762060266,-1.16546808712786,-1.55449067034311,0.287155059402945,-5.73107232433266
"137",2015-07-20,-1.38175322301744,-1.12823437587273,-0.780290665523922,-1.16745740996052,-1.55683876618069,0.254810378273808,-5.75976406228149
"138",2015-07-21,-1.37297488844162,-1.15651641895969,-0.780870021744383,-1.17441437598191,-1.5380307578233,0.269185471495371,-5.75362099145554
"139",2015-07-22,-1.36453905911558,-1.15651641895969,-0.780729097596102,-1.17292432717885,-1.49473807204853,0.263794869575932,-5.70565210532281
"140",2015-07-23,-1.31368372820058,-1.16723028058475,-0.781324107032808,-1.18260254911412,-1.54038459866503,0.191928256673071,-5.79329700692422
"141",2015-07-24,-1.30531992331715,-1.14886785510334,-0.780948314323825,-1.17714513701125,-1.548616758648,0.11289836967151,-5.84799961873206
"142",2015-07-27,-1.31802001769792,-1.16646476169388,-0.78130844872122,-1.18854982857439,-1.57851867317665,0.0177390837935391,-6.01512264607052
"143",2015-07-28,-1.32022094173394,-1.18024913914118,-0.7814806867501,-1.19028319474539,-1.58378098599005,0.0356903506648866,-6.02032459769578
"144",2015-07-29,-1.32465386696264,-1.19136132946355,-0.780823049088145,-1.18359424371548,-1.5892334443817,-0.430392232166285,-6.5000581657778
"145",2015-07-30,-1.32461968815012,-1.1699097985089,-0.780447250391915,-1.18235459697814,-1.61215778331448,-0.539528496171614,-6.60901761351516
"146",2015-07-31,-1.32538278586536,-1.1691441574517,-0.780368956564638,-1.16795458537983,-1.6262562317409,-0.575299354357826,-6.64440607136025
"147",2015-08-03,-1.33272276907008,-1.18063213421767,-0.780478564878146,-1.16621416388577,-1.6262562317409,-0.580664661302313,-6.66696852509487
"148",2015-08-04,-1.34030089476309,-1.19366129363802,-0.779946175485141,-1.17714513701125,-1.61564689375149,-0.628952269642015,-6.73565266429101
"149",2015-08-05,-1.34001707549008,-1.19672841534508,-0.779820906259725,-1.18012256569932,-1.61254557434534,-0.652201791496128,-6.76143632863567
"150",2015-08-06,-1.33511003713239,-1.19442804084305,-0.77949207329663,-1.17391772152418,-1.57364222408103,-0.42502322162613,-6.4816133185034
"151",2015-08-07,-1.34305860938239,-1.21053721916651,-0.77969563653643,-1.17515927510092,-1.57637348860058,-0.321180279144774,-6.40600450793161
"152",2015-08-10,-1.33292744486662,-1.21245601163611,-0.775733723909603,-1.17441437598191,-1.57742668160789,-0.285353397991805,-6.35831163599395
"153",2015-08-11,-1.33375741520907,-1.19787875431739,-0.774480840177305,-1.16546808712786,-1.58261194291208,-0.346253015770715,-6.40045005551443
"154",2015-08-12,-1.33650770448252,-1.20478224555752,-0.774668776912114,-1.17466268675612,-1.57090978117978,-0.426813102934321,-6.48834429782238
"155",2015-08-13,-1.33714393766911,-1.18561273466602,-0.774574810179777,-1.17590402705642,-1.58981732790434,-0.491229883838167,-6.55428272131384
"156",2015-08-14,-1.33874540038211,-1.16110725479476,-0.774888032554829,-1.1833463373238,-1.58981732790434,-0.476917003545387,-6.52482135650523
"157",2015-08-17,-1.33647365150668,-1.15460398588353,-0.774856709555675,-1.18136272238493,-1.58596254882903,-0.527007685580863,-6.56026730374071
"158",2015-08-18,-1.3328592076097,-1.16187245583476,-0.775091628291744,-1.17888217446304,-1.57520305960224,-0.532373738797946,-6.55628226459944
"159",2015-08-19,-1.33666677102125,-1.16455119080797,-0.775577115757825,-1.1863203678419,-1.57676358341003,-0.498385921546748,-6.53826495038572
"160",2015-08-20,-1.34016467775353,-1.17948302902497,-0.775718062831448,-1.19127346081422,-1.60362008602334,-0.646836487371659,-6.73709580381918
"161",2015-08-21,-1.35421951884039,-1.21437493884666,-0.777017876378163,-1.20363553336416,-1.61952121494319,-0.795334074623365,-6.96410315699593
"162",2015-08-24,-1.36256299977243,-1.21015348574109,-0.778098404758596,-1.21572088581116,-1.64271128803276,-0.831147418542269,-7.04039448265832
"163",2015-08-25,-1.38062886559696,-1.27473152625391,-0.779288508743419,-1.22728449455373,-1.65619350974789,-0.818610655401269,-7.13673756029718
"164",2015-08-26,-1.37652228264852,-1.29129410448401,-0.779961834475193,-1.22753022471758,-1.67309386057497,-0.82756530112111,-7.17596760802137
"165",2015-08-27,-1.36074418154356,-1.29514764216166,-0.777565975257363,-1.20955860197245,-1.6585013846412,-0.564568567637621,-6.86608635321386
"166",2015-08-28,-1.35269150908988,-1.26934184726961,-0.776281844905096,-1.19770546396812,-1.64579593486222,-0.662933169785759,-6.90474976988068
"167",2015-08-31,-1.35419686800356,-1.23818699044095,-0.776125239438352,-1.19696370175902,-1.58533929222621,-0.523429874287374,-6.67424196615546
"168",2015-09-01,-1.35791844294367,-1.23780274320157,-0.77651675015841,-1.19646913409989,-1.6315147795905,-0.675453049822245,-6.87567489981629
"169",2015-09-02,-1.36642396526766,-1.25664317173977,-0.777957468232773,-1.20832523065761,-1.6315147795905,-0.815029164508953,-7.05589377999726
"170",2015-09-03,-1.35771491098687,-1.22819754098278,-0.776939577048803,-1.20215367892258,-1.67040887977709,-0.60749117937809,-6.84290576709621
"171",2015-09-04,-1.35475137127945,-1.2235888022904,-0.776845614014762,-1.19721096774204,-1.66349815213024,-0.602126042400345,-6.81802094985723
"172",2015-09-08,-1.36080070282163,-1.22627706053283,-0.77765993317276,-1.20684472187576,-1.70786771940504,-0.705860980852776,-6.9853111186608
"173",2015-09-09,-1.3469482961039,-1.1917446476151,-0.776203540777043,-1.19473782099529,-1.68718584101155,-0.643259835518844,-6.84007998202173
"174",2015-09-10,-1.35902634457169,-1.20593311835316,-0.776908256064128,-1.20314161467512,-1.6734773244811,-0.621798558143661,-6.84028521628886
"175",2015-09-11,-1.35725128965321,-1.22205286619049,-0.776360145852696,-1.20017718041404,-1.68381965092619,-0.535950857421837,-6.77561199045845
"176",2015-09-14,-1.35299717721764,-1.20900240897811,-0.776250523273207,-1.20017718041404,-1.67884263129375,-0.636106021838056,-6.85337594301479
"177",2015-09-15,-1.35833677305262,-1.21514259741869,-0.776187879923332,-1.19918861859663,-1.68343697341536,-0.797124493057401,-7.02941733546402
"178",2015-09-16,-1.35472872321799,-1.19864568952745,-0.775796365163574,-1.17342107010498,-1.68653572010255,-0.664721857029196,-6.85384942514574
"179",2015-09-17,-1.35390262973087,-1.20056310265138,-0.775545793440171,-1.16497069648383,-1.68653572010255,-0.505541710522786,-6.68705965293158
"180",2015-09-18,-1.34853494811865,-1.15957681196331,-0.775216916183443,-1.17615227130588,-1.63730889028742,-0.39638443611075,-6.49317427396945
"181",2015-09-21,-1.35734175055606,-1.19826221766888,-0.775248235835431,-1.18681589461391,-1.67309386057497,-0.53058487688214,-6.72134683613139
"182",2015-09-22,-1.36470843017673,-1.21360731351865,-0.774872371055953,-1.19671642387517,-1.6585013846412,-0.512697259367832,-6.72110318263555
"183",2015-09-23,-1.37680365801696,-1.24164615797835,-0.775874670297865,-1.20881858797904,-1.67999162992092,-0.630740845399991,-6.91387554959313
"184",2015-09-24,-1.38167452397926,-1.24010871219622,-0.775702401745608,-1.21399624252473,-1.68534999382354,-0.63968263501588,-6.93651450928524
"185",2015-09-25,-1.38023524496253,-1.23818699044095,-0.775013321237862,-1.21350336067616,-1.72003644502702,-0.673664301341778,-7.0006396636863
"186",2015-09-28,-1.39734885157814,-1.24318380229129,-0.774747081814761,-1.21424266462574,-1.71433630057427,-0.777433351941828,-7.12129205282603
"187",2015-09-29,-1.41120828262754,-1.26318391860705,-0.775232577507329,-1.22310523173172,-1.7310368458856,-0.965638124670994,-7.36940498103024
"188",2015-09-30,-1.42016697284534,-1.26587777438121,-0.774590471817965,-1.21892219249058,-1.74616589764362,-1.03752603881726,-7.46324934799597
"189",2015-10-01,-1.41559007079793,-1.24395267154599,-0.773118277128684,-1.19721096774204,-1.72762576599057,-0.960251273480947,-7.31774902668616
"190",2015-10-02,-1.42005567089728,-1.24126183981071,-0.773870043412541,-1.20240069282406,-1.71433630057427,-0.825774168029332,-7.1776987155482
"191",2015-10-05,-1.40969071167277,-1.23933999981552,-0.772883346938723,-1.19201603769908,-1.70824847821264,-0.832938406671257,-7.15511698100998
"192",2015-10-06,-1.40529072723993,-1.21245601163611,-0.771912280178445,-1.18012256569932,-1.69032051034894,-0.693339514966128,-6.95344161006888
