"","date","MSFT","GOOGL","CRM","ADBE","NTNX","index"
"45",2016-12-02,-1.36684230565534,-1.3580792557456,-1.76248319357487,-1.65489631152834,-0.39052309986855,-6.5328241663727
"46",2016-12-05,-1.3663686838964,-1.35789964741567,-1.76322955701727,-1.65357709503349,-0.375277518679047,-6.51635250204188
"47",2016-12-06,-1.35717102041944,-1.33885668896978,-1.72686318641086,-1.64023519079626,-0.356446301545746,-6.41957238814209
"48",2016-12-07,-1.3597329562578,-1.34168402073588,-1.7296491556335,-1.64264310237425,-0.399491625705334,-6.47320086070676
"49",2016-12-08,-1.34624406564361,-1.32045928349534,-1.71156910335411,-1.63173330812896,-0.435369438149278,-6.44537519877129
"50",2016-12-09,-1.34966729635541,-1.31531168628645,-1.71031140657973,-1.63088798614283,-0.395007400567101,-6.40118577593152
"51",2016-12-12,-1.34053343829155,-1.2954033758062,-1.72111369720362,-1.62599307448909,-0.40666668677932,-6.38971027256978
"52",2016-12-13,-1.33862848797056,-1.29756738723114,-1.73335235804775,-1.62084888917217,-0.523298596672728,-6.51369571909434
"53",2016-12-14,-1.33090598652073,-1.28717331175153,-1.71423710553252,-1.61484789035655,-0.623846175100052,-6.57101046926138
"54",2016-12-15,-1.33376752426049,-1.28360681308715,-1.71861795227005,-1.61691002542908,-0.598703003059828,-6.5516053181066
"55",2016-12-16,-1.334721002256,-1.28673977001043,-1.73565996373864,-1.6212122875203,-0.297272435212407,-6.27560545873777
"56",2016-12-19,-1.33738985585213,-1.29485873998355,-1.74132981731241,-1.63058601450156,-0.288307982647766,-6.29247241029741
"57",2016-12-20,-1.32479604014326,-1.29114293981136,-1.74666317060767,-1.62006148117764,-0.298168916619811,-6.28083254835974
"58",2016-12-21,-1.32556015970511,-1.28736905728953,-1.74132981731241,-1.61715255337325,-0.22825525797671,-6.19966684565702
"59",2016-12-22,-1.32556015970511,-1.29156210948147,-1.7375023918284,-1.6187285036043,-0.306237061156972,-6.27959022577626
"60",2016-12-23,-1.32546466457556,-1.29508216148637,-1.74071840898608,-1.62351271221472,-0.269483734358809,-6.25426168162153
"61",2016-12-27,-1.32842466952551,-1.29770700607455,-1.74117697169001,-1.62169672911819,-0.312512745280948,-6.30151812168921
"62",2016-12-28,-1.32804285322965,-1.2947331217644,-1.74148263913866,-1.62193887767225,-0.300858210300178,-6.28705570210513
"63",2016-12-29,-1.33081055374616,-1.30221401579501,-1.75302409056425,-1.62925714299624,-0.425502515735067,-6.44080831883672
"64",2016-12-30,-1.33166920254331,-1.30457085960784,-1.75211797294084,-1.62980082854041,-0.517913970778711,-6.5360728344111
"65",2017-01-03,-1.33891426910121,-1.31909628653097,-1.76248319357487,-1.63420771585838,-0.483815027751879,-6.53851649281731
"66",2017-01-04,-1.334721002256,-1.29741381369452,-1.73088502437776,-1.63100873927897,-0.50624784003387,-6.50027641964112
"67",2017-01-05,-1.33738985585213,-1.29774885926375,-1.69543465996552,-1.62702097390178,-0.343892869171136,-6.30148721815431
"68",2017-01-06,-1.33738985585213,-1.29041625623541,-1.69559389539008,-1.61630361048472,-0.467665110842708,-6.40736872880505
"69",2017-01-09,-1.33224156742114,-1.27335806602117,-1.67941738094201,-1.60178031721313,-0.380658310476977,-6.26745564207443
"70",2017-01-10,-1.33414895141885,-1.2705971452535,-1.67683737460307,-1.60013594198068,-0.233632431674056,-6.11535184493016
"71",2017-01-11,-1.33433965430423,-1.27223709275432,-1.67651447175298,-1.60202387435762,-0.24886857951202,-6.13398367268117
"72",2017-01-12,-1.32890196389077,-1.266839325712,-1.64734485298142,-1.59757653151082,-0.17897009819333,-6.01963277228834
"73",2017-01-13,-1.33443498486145,-1.26730212083186,-1.65652701732861,-1.60001412608015,-0.160154930218324,-6.01843317932039
"74",2017-01-17,-1.33357680008742,-1.26532434355103,-1.64948073377214,-1.60037960848942,-0.13417506289603,-5.98293654879605
"75",2017-01-18,-1.33519771069056,-1.27020463522927,-1.65963114721993,-1.60360657090478,-0.170906276375511,-6.03954634042004
"76",2017-01-19,-1.33548368525009,-1.26801738342457,-1.64718040911743,-1.59879550847189,-0.339409779352,-6.18888676561599
"77",2017-01-20,-1.33738985585213,-1.27453506914732,-1.6506297683448,-1.59269649310333,-0.329547087754674,-6.18479827420226
"78",2017-01-23,-1.33319533018344,-1.26920924538897,-1.64306530515594,-1.58707654708158,-0.323271113150905,-6.15581754096083
"79",2017-01-24,-1.33109681030327,-1.24637282011136,-1.64092170691084,-1.58548675838519,-0.170906276375511,-5.97478437208617
"80",2017-01-25,-1.3257511811789,-1.23919447390217,-1.62518506922365,-1.56863121571242,-0.159258994981045,-5.91802093499818
"81",2017-01-26,-1.32422284933516,-1.22662208629363,-1.60245473743014,-1.56537428560972,-0.0267091421118959,-5.74538310078054
"82",2017-01-27,-1.31858328640385,-1.22869554679311,-1.61117186216747,-1.57378764828593,-0.152091822732075,-5.88433016638244
"83",2017-01-30,-1.30412233261676,-1.24552872709181,-1.60681713819934,-1.5669723773265,-0.147612528768859,-5.87105310400327
"84",2017-01-31,-1.31035204155567,-1.27529144206903,-1.59842139692805,-1.56801691430766,-0.245283604336093,-5.9973653991965
"85",2017-02-01,-1.31494775300878,-1.28038839230472,-1.59185426315107,-1.57071917707617,-0.151195921986022,-5.90910550752676
"86",2017-02-02,-1.32517809577274,-1.28731305430599,-1.60060686656328,-1.57084194201415,-0.264105729078078,-6.04804568773425
"87",2017-02-03,-1.32909286201619,-1.28308923688781,-1.57443962091272,-1.57206956276195,-0.237217397257226,-5.99590867983589
"88",2017-02-06,-1.32422284933516,-1.28047232714979,-1.57308303882893,-1.55971439081844,-0.0392434183494249,-5.77673602448174
"89",2017-02-07,-1.32460498355595,-1.27838645365649,-1.58087568815167,-1.5640830642577,-0.0840163468048599,-5.83196653642667
"90",2017-02-08,-1.32661067244993,-1.26772294197551,-1.57308303882893,-1.56100702708581,-0.138654062559429,-5.8670777428996
"91",2017-02-09,-1.32747002126139,-1.2668112894872,-1.56476286339085,-1.55379989140472,-0.0276044406095408,-5.7404485061537
"92",2017-02-10,-1.32059128784776,-1.26655885099713,-1.55914903386245,-1.55188812591315,0.00372736105834925,-5.69445993756214
"93",2017-02-13,-1.32116484074964,-1.2598367875571,-1.56578263838746,-1.54935835569964,0.015363376854852,-5.68077924553899
"94",2017-02-14,-1.31427778889075,-1.25406368081924,-1.56119125709859,-1.544417682022,0.0216284758687543,-5.65232193296183
"95",2017-02-15,-1.31571334376787,-1.25255999344117,-1.56102119811924,-1.54485022244759,0.0162582605177686,-5.65788649725811
"96",2017-02-16,-1.31609609759986,-1.25636789406014,-1.54824001243556,-1.53773849347958,0.102155547825493,-5.55628694974965
"97",2017-02-17,-1.31619180003587,-1.24955142029446,-1.5627223660321,-1.53650046633997,0.000146818921744341,-5.66481923378066
"98",2017-02-21,-1.31523484421235,-1.24338980987583,-1.55165194370549,-1.53191657734294,-0.0437202954096362,-5.68591347054625
"99",2017-02-22,-1.31647882386862,-1.23956061740623,-1.53952840911338,-1.53216448695573,-0.0132805978155247,-5.64101293515948
"100",2017-02-23,-1.31772243809728,-1.23661696778193,-1.54123772266569,-1.53315593576694,-0.100137349040984,-5.72887041335282
"101",2017-02-24,-1.31523484421235,-1.23712413919467,-1.54140866228941,-1.53711952537953,-0.161946812103828,-5.79283398317979
"102",2017-02-27,-1.31523484421235,-1.24161627946946,-1.54636234301001,-1.53414720164472,-0.191514338839198,-5.82887500717574
"103",2017-02-28,-1.31896575938583,-1.23899732001238,-1.55045804479491,-1.53742904424772,-0.164634492256996,-5.81048466069784
"104",2017-03-01,-1.32135602327627,-1.24566945216763,-1.55369793924036,-1.54015168648604,-0.176282067062213,-5.83715716823252
"105",2017-03-02,-1.31217161712886,-1.2290198346272,-1.51159784335815,-1.52770002447994,-0.109989787394856,-5.69047910698901
"106",2017-03-03,-1.32106922861233,-1.23874385886152,-1.53114494994416,-1.53049083135046,-0.0750608236105366,-5.69650969237901
"107",2017-03-06,-1.31877452636684,-1.23982822985906,-1.53884450231751,-1.52962277119547,-0.803567629221407,-6.43063765896029
"108",2017-03-07,-1.31858328640385,-1.24237643377826,-1.53405488230915,-1.52894059492947,-0.95556018475483,-6.57951538217556
"109",2017-03-08,-1.31733980184196,-1.23691284907966,-1.52600627436216,-1.52999480444113,-0.948364965080347,-6.55861869480525
"110",2017-03-09,-1.31169287224056,-1.23340436891824,-1.51726151133106,-1.53235039815519,-0.965453213339799,-6.56016236398485
"111",2017-03-10,-1.31418205192867,-1.22748262020626,-1.52069217434995,-1.53042881893804,-0.939370703778256,-6.53215636920117
"112",2017-03-13,-1.31226739012384,-1.22244529814827,-1.5167468099829,-1.52310678303822,-0.956459597239822,-6.53102587853305
"113",2017-03-14,-1.31437352412891,-1.21796951006026,-1.51503085063077,-1.51869517833479,-1.00771800537159,-6.57378706852632
"114",2017-03-15,-1.31724412027065,-1.21609081735489,-1.5167468099829,-1.52093258195802,-1.02300172163051,-6.59401605119697
"115",2017-03-16,-1.31399064596454,-1.21258661390891,-1.51726151133106,-1.51676764067093,-1.04906763283713,-6.60967404471257
"116",2017-03-17,-1.31504347617412,-1.21031073379743,-1.51657532265749,-1.51527478229501,-1.01940568684454,-6.57661000176859
"117",2017-03-20,-1.3128418462887,-1.20695935925203,-1.52497809660304,-1.48619140523479,-1.03648519109464,-6.5674558984732
"118",2017-03-21,-1.31226739012384,-1.21326494260701,-1.52720565458347,-1.4905717085222,-1.04457420555897,-6.58788390139548
"119",2017-03-22,-1.31915705851787,-1.23833544452962,-1.55028742501198,-1.49832115483096,-1.09039209678234,-6.69649317967276
"120",2017-03-23,-1.31130980155459,-1.23881423581864,-1.54465476847026,-1.49119712568979,-1.10296227170448,-6.68893820323777
"121",2017-03-24,-1.3128418462887,-1.25309410606226,-1.55079926546628,-1.48706777604432,-1.12988518745031,-6.73368818131187
"122",2017-03-27,-1.31178858075318,-1.259429612597,-1.54926383223671,-1.48186984380531,-1.11822101105121,-6.72057288044342
"123",2017-03-28,-1.31063938024957,-1.25469608752392,-1.54926383223671,-1.47842233100759,-1.09308590743504,-6.68610753845283
"124",2017-03-29,-1.30881921107675,-1.25171654539841,-1.54021222769588,-1.47566258188983,-1.08051302072707,-6.65692358678794
"125",2017-03-30,-1.30709429119637,-1.23871570793994,-1.53610813874998,-1.47007571108059,-1.18366308058146,-6.73565692954834
"126",2017-03-31,-1.30479356495414,-1.23926495370208,-1.53302804282887,-1.46988728845631,-1.14961553308322,-6.69658938302462
"127",2017-04-03,-1.30335508753464,-1.24163034904282,-1.53422604805069,-1.46662002148125,-1.18366308058146,-6.72949458669086
"128",2017-04-04,-1.30632746678778,-1.2290198346272,-1.53730549096676,-1.47001293635526,-1.2391055450785,-6.7817712738155
"129",2017-04-05,-1.30460175089469,-1.23491216048353,-1.52600627436216,-1.46718572905825,-1.28369082032104,-6.81639673511968
"130",2017-04-06,-1.3062316609051,-1.24006757935909,-1.48529659620566,-1.46812827505203,-1.30059736891979,-6.80032148044167
"131",2017-04-07,-1.30460175089469,-1.24543018574751,-1.49114603505652,-1.46649438547238,-1.22749339471007,-6.73516575188117
"132",2017-04-10,-1.30508119997701,-1.24964990335323,-1.50180644201156,-1.46605434710435,-1.19619534575915,-6.7187872382053
"133",2017-04-11,-1.30651921963765,-1.2502123460747,-1.50421224823279,-1.46643147013681,-1.2006693535221,-6.72804463760406
"134",2017-04-12,-1.30699842578036,-1.25277081268284,-1.51073930829357,-1.4677512780668,-1.24535498450575,-6.78361480932932
"135",2017-04-13,-1.30939403721862,-1.25054970384695,-1.51914853928993,-1.47133171237014,-1.28012879053527,-6.83055278326091
"136",2017-04-17,-1.31207591538168,-1.25234916802558,-1.52326407281578,-1.47340347048869,-1.32280847915379,-6.88390110586552
"137",2017-04-18,-1.30699842578036,-1.23130407374098,-1.50489953681534,-1.46749986664131,-1.32458345115887,-6.83528535413685
"138",2017-04-19,-1.3078610066847,-1.23291102116894,-1.51331452437019,-1.46863092627375,-1.32813290634236,-6.85085038483995
"139",2017-04-20,-1.31121401130413,-1.22935830971938,-1.51691842460325,-1.46605434710435,-1.39093209775808,-6.91447719048919
"140",2017-04-21,-1.30680676307065,-1.22432227714424,-1.50747627833968,-1.45850575456641,-1.39269506010102,-6.889806133222
"141",2017-04-24,-1.29817346998717,-1.22591677340108,-1.51194115487238,-1.45787616667402,-1.40502519855655,-6.89893276349121
"142",2017-04-25,-1.28731474639803,-1.19767538452196,-1.5054149395825,-1.44924374603396,-1.42260741367719,-6.86225623021364
"143",2017-04-26,-1.28356215134491,-1.18362948157416,-1.49544566045168,-1.44545864274794,-1.40326498712351,-6.8113609232422
"144",2017-04-27,-1.28442832186935,-1.18320391433487,-1.49200612005192,-1.44987436797515,-1.45590015453864,-6.86541287876994
"145",2017-04-28,-1.28019233353683,-1.1799404228399,-1.47651882193038,-1.44615277519934,-1.46201570148798,-6.84482005499442
"146",2017-05-01,-1.27836213956307,-1.1328633358105,-1.47187043021377,-1.44388074486861,-1.50032219091417,-6.82729884137011
"147",2017-05-02,-1.2692025290769,-1.12101282842787,-1.46257208763019,-1.43522576125375,-1.56330362088793,-6.85131682727664
"148",2017-05-03,-1.27026385525988,-1.11491046235792,-1.45516720592585,-1.43592119733502,-1.44540348197767,-6.72166620285634
"149",2017-05-04,-1.27238592917393,-1.09865733267772,-1.4644663308179,-1.43686933448393,-1.49076807501328,-6.76314700216675
"150",2017-05-05,-1.2749892614432,-1.08967558535318,-1.46498304133176,-1.43838611098975,-1.47945716322449,-6.74749116234239
"151",2017-05-08,-1.27315741409163,-1.09603668030217,-1.45723365661028,-1.43693260234478,-1.40414505597725,-6.66750540932611
"152",2017-05-09,-1.2737359237823,-1.08398456551186,-1.45912798405617,-1.43516257057677,-1.37681598990762,-6.62882703383472
"153",2017-05-10,-1.27277168438427,-1.08682334575998,-1.45447834627407,-1.43212683247736,-1.40590524642459,-6.65210545532027
"154",2017-05-11,-1.27016743251874,-1.08950359564932,-1.45137856863191,-1.42864651056897,-1.36444651852172,-6.60414262589065
"155",2017-05-12,-1.27836213956307,-1.08799875851758,-1.44449051703013,-1.42776025070867,-1.39357640617,-6.63218807198944
"156",2017-05-15,-1.27913282652239,-1.08907366391955,-1.42159728901802,-1.42427713927502,-1.39798160080854,-6.61206251954352
"157",2017-05-16,-1.27865114084437,-1.08322467376175,-1.4085268335163,-1.41946058164541,-1.34143294127229,-6.53129617104012
"158",2017-05-17,-1.2692025290769,-1.07549277214402,-1.40938644628882,-1.41673372551096,-1.34674832160407,-6.51756379462476
"159",2017-05-18,-1.28779562465505,-1.10764555230629,-1.44225213097296,-1.44015510570839,-1.41645815248478,-6.69430656612748
"160",2017-05-19,-1.28558308335734,-1.09572153668675,-1.4438017411711,-1.43882846125545,-1.42962910180381,-6.69356392427445
"161",2017-05-22,-1.28577548394942,-1.08977595686685,-1.44982864079954,-1.42687385189821,-1.42962910180381,-6.68188303531783
"162",2017-05-23,-1.27845849941019,-1.07626765287045,-1.42331779432333,-1.41146655917023,-1.29703982149101,-6.4865503272652
"163",2017-05-24,-1.2762422540576,-1.0669656395157,-1.4310620312291,-1.40727484585363,-1.3396604978561,-6.52120526851215
"164",2017-05-25,-1.27537484360038,-1.05682239653371,-1.41196545448872,-1.39710111920163,-1.30148643201891,-6.44275024584335
"165",2017-05-26,-1.26717584723446,-1.03632282778821,-1.38328171709767,-1.38608176503342,-1.29081195206755,-6.36367410922131
"166",2017-05-30,-1.26389309479424,-1.03429249489266,-1.39083235665602,-1.39219894552827,-1.11014358101242,-6.19136047288361
"167",2017-05-31,-1.25954538898187,-1.03011590203426,-1.3903173908245,-1.38888620306555,-1.23999848571291,-6.30886337061909
"168",2017-06-01,-1.26505196055913,-1.04318860758815,-1.41127766673936,-1.39239000279219,-1.19440541974305,-6.30631365742188
"169",2017-06-02,-1.2625408351303,-1.04146167570353,-1.4042298170217,-1.39544621900846,-1.2006693535221,-6.30434790038608
"170",2017-06-05,-1.24648355954149,-1.03018788571244,-1.3903173908245,-1.38206426311998,-1.2006693535221,-6.24972245272053
"171",2017-06-06,-1.24144492366406,-1.01900506999335,-1.38139485625034,-1.38136252187582,-1.1926153505311,-6.21582272231467
"172",2017-06-07,-1.23911802793927,-1.0293812039716,-1.38619839099852,-1.38493419174405,-1.21319169647241,-6.25282351112585
"173",2017-06-08,-1.24037852190829,-1.02243584274075,-1.38122330467285,-1.38117113338502,-1.19887979208826,-6.22408859479517
"174",2017-06-09,-1.24464303300532,-1.01842836713429,-1.38362475969715,-1.38748413879125,-1.2631976302718,-6.29737792889981
"175",2017-06-12,-1.26041521334038,-1.06758312800554,-1.45206741766941,-1.41660683445755,-1.29881871784716,-6.49549131132004
"176",2017-06-13,-1.26563127152193,-1.07950999892157,-1.47083742052539,-1.42167924447759,-1.31659334876418,-6.55425128421066
"177",2017-06-14,-1.25722536275605,-1.0670374038277,-1.45206741766941,-1.41000618105245,-1.25695484968082,-6.44329121498643
"178",2017-06-15,-1.26089840254619,-1.07072756809245,-1.45378948786242,-1.41533806479261,-1.30237560289501,-6.50312912618868
"179",2017-06-16,-1.26447251914431,-1.08184795892211,-1.46928785275086,-1.41996778232875,-1.30059736891979,-6.53617348206582
"180",2017-06-19,-1.26350675575895,-1.08408499054764,-1.47393648585655,-1.41793880951955,-1.28235508015138,-6.52182212183408
"181",2017-06-20,-1.25509785499459,-1.06025712326907,-1.44741781311685,-1.40199930681056,-1.2203438723539,-6.38511597054497
"182",2017-06-21,-1.26437592784258,-1.06920568293115,-1.45809476383489,-1.39843734066578,-1.2301738244684,-6.42028753974281
"183",2017-06-22,-1.26089840254619,-1.05541372048798,-1.44707347205106,-1.3772142841621,-1.22213154867246,-6.36273142791979
"184",2017-06-23,-1.26099497665483,-1.05824526736435,-1.43140621898106,-1.38072447380116,-1.20782592711025,-6.33919686391164
"185",2017-06-26,-1.25180846992481,-1.0446274776071,-1.42882446937908,-1.36974097149009,-1.13526748577734,-6.23026887417843
"186",2017-06-27,-1.25838552487541,-1.06475386576185,-1.43760339589628,-1.37261630429254,-1.09577972939663,-6.22913882022272
"187",2017-06-28,-1.27113210322007,-1.09917284097859,-1.44500707201505,-1.38805781881167,-1.19530040074451,-6.39867023576989
"188",2017-06-29,-1.26543812509745,-1.08065753888402,-1.43794779403778,-1.37995881056671,-1.04097912066073,-6.20498138924669
"189",2017-06-30,-1.27807312363853,-1.11386685180841,-1.46016119870997,-1.39633733668965,-1.07961480868619,-6.32805331953275
"190",2017-07-03,-1.27383236091406,-1.12549773703525,-1.46360540072418,-1.39506428650914,-1.05985085998553,-6.31785064516816
"191",2017-07-05,-1.28115533136987,-1.14008062331162,-1.47221484769045,-1.41432281185429,-1.14154554556868,-6.44931915979491
"192",2017-07-06,-1.27238592917393,-1.12181284674315,-1.44810663204448,-1.39652826697817,-1.11822101105121,-6.35705468599094
"193",2017-07-07,-1.27730229446498,-1.12833910698421,-1.45930023079454,-1.3994552846323,-1.19082514051615,-6.45522205739218
"194",2017-07-10,-1.2687200913609,-1.10959101983472,-1.44087465881887,-1.39009683613435,-1.1523049339584,-6.36158754010725
"195",2017-07-11,-1.26369989152832,-1.09500543478882,-1.43088987338354,-1.38295726933941,-1.14871895472995,-6.32127142377004
"196",2017-07-12,-1.26360336132488,-1.09138089792394,-1.43347183646334,-1.38557182264957,-1.1523049339584,-6.32633285232014
"197",2017-07-13,-1.25238906170698,-1.07111518088996,-1.39821634703495,-1.36654468929678,-1.11552866681721,-6.20379394574588
"198",2017-07-14,-1.24638675403322,-1.06940669220781,-1.41248128280325,-1.37204135607671,-1.04906763283713,-6.14938371795813
"199",2017-07-17,-1.23659620574225,-1.05782849007066,-1.40508916564753,-1.36494598118687,-0.882705706109565,-5.94716554875688
"200",2017-07-18,-1.23106411888451,-1.0591937882004,-1.41729666466045,-1.36341093055062,-0.826047324881758,-5.89701282717774
"201",2017-07-19,-1.23154953822686,-1.0433900617433,-1.41764074952852,-1.3538727422028,-0.752324789374441,-5.79877788107591
"202",2017-07-20,-1.22611026438866,-1.03501251939081,-1.41265327303619,-1.34727167826591,-0.676840733605589,-5.69788846868716
"203",2017-07-21,-1.22261114226196,-1.03584762576582,-1.39581176512268,-1.34072869051991,-0.709186218681958,-5.70418544235232
"204",2017-07-24,-1.22679042539955,-1.03347167885246,-1.41041794352957,-1.34342355173442,-0.737943852412154,-5.75204745192816
"205",2017-07-25,-1.22863624669514,-1.02703285726964,-1.41076187932459,-1.34335943492284,-0.771201769420269,-5.78099218763247
"206",2017-07-26,-1.2229027954842,-1.06914828239315,-1.39426627236897,-1.35182253350371,-0.737943852412154,-5.77608373616218
"207",2017-07-27,-1.22426372024211,-1.07448823694426,-1.38671316509773,-1.34175544913818,-0.806265114583686,-5.83348568600596
"208",2017-07-28,-1.23290863424373,-1.09284229631937,-1.39632697386972,-1.36469019646614,-0.909688979119202,-5.99645708001817
"209",2017-07-31,-1.2340733741367,-1.08450079314671,-1.39443789639392,-1.36129957550554,-0.916884585828057,-5.99119622501093
"210",2017-08-01,-1.23737227014102,-1.10288048052122,-1.39134734589091,-1.36283509986805,-0.961406056422833,-6.05584125284404
"211",2017-08-02,-1.23853611328116,-1.10136327097387,-1.38413941003445,-1.35726700106013,-0.943867772351716,-6.02517356770133
"212",2017-08-03,-1.24163876166183,-1.09981710782988,-1.40697981778692,-1.3587394438556,-0.966352591238237,-6.07352772237246
"213",2017-08-04,-1.24270494781734,-1.11032049969115,-1.39907529672703,-1.35451333468036,-0.984338954911187,-6.09095303382706
"214",2017-08-07,-1.23756623426255,-1.1024654081187,-1.39735758825726,-1.35502564955412,-0.945666654959255,-6.03808153515189
"215",2017-08-08,-1.24028154705186,-1.10252273969833,-1.39649875875152,-1.35034864059442,-0.879108129687525,-5.96875981578365
"216",2017-08-09,-1.23649917242812,-1.10475535743123,-1.40062139681366,-1.35438520112338,-0.899794992065872,-5.99605611986226
"217",2017-08-10,-1.23960282920255,-1.1106350815597,-1.40302689997726,-1.3509254047778,-0.901593924209498,-6.0057841397268
"218",2017-08-11,-1.24987264110307,-1.13419027748421,-1.44586809603944,-1.37287188538992,-1.01041518732819,-6.21321808734483
