"","date","SQ","PYPL","MA","V","index"
"526",2017-12-20,-0.670137858377501,-0.451456236693457,-1.00787791429351,-0.964417105757231,-3.0938891151217
"527",2017-12-21,-0.688446942903086,-0.458813022649605,-1.00999671728353,-0.964761653094883,-3.1220183359311
"528",2017-12-22,-0.685396463605,-0.458518817200722,-1.01847297825017,-0.959764836727861,-3.12215309578376
"529",2017-12-26,-0.695998748214858,-0.460431408118076,-1.01552447873444,-0.954940299652044,-3.12689493471942
"530",2017-12-27,-0.697305529344256,-0.454840513501189,-1.01156286001749,-0.949771161182826,-3.11348006404576
"531",2017-12-28,-0.687139637641194,-0.450131979954202,-1.01045737504468,-0.93202353442208,-3.07975252706216
"532",2017-12-29,-0.696143925339813,-0.456311838408287,-1.00704872117105,-0.926337474212532,-3.08584195913169
"533",2018-01-02,-0.702822190299956,-0.464403551998498,-1.01082582056997,-0.93202353442208,-3.1100750972905
"534",2018-01-03,-0.681037910189157,-0.461167064360278,-1.00575906605024,-0.923580588065125,-3.0715446286648
"535",2018-01-04,-0.664467764076629,-0.418341372314054,-0.988168111372832,-0.903939293168521,-2.97491654093204
"536",2018-01-05,-0.652978184274652,-0.418635734956683,-0.969848585477388,-0.896531378467954,-2.93799388317668
"537",2018-01-08,-0.608715821841143,-0.389632473971499,-0.940133771972676,-0.848652282471982,-2.7871343502573
"538",2018-01-09,-0.614252713337582,-0.384478843501738,-0.938018773644835,-0.840388624502958,-2.77713895498711
"539",2018-01-10,-0.612504307668529,-0.382417392412816,-0.935904058053288,-0.844348118027135,-2.77517387616177
"540",2018-01-11,-0.613087122120788,-0.379766905077213,-0.932594288804991,-0.846586198713529,-2.77203451471652
"541",2018-01-12,-0.591806952971647,-0.374171366173667,-0.922850970513889,-0.831781781752679,-2.72061107141188
"542",2018-01-16,-0.607112824158924,-0.362538019384837,-0.909895390843781,-0.827478849862341,-2.70702508424988
"543",2018-01-17,-0.635224120322251,-0.364305179182826,-0.910262922828331,-0.822315728009004,-2.73210795034241
"544",2018-01-18,-0.624449200653733,-0.334116037725471,-0.891620514729862,-0.794960263947974,-2.64514601705704
"545",2018-01-19,-0.621390664122966,-0.327194555354449,-0.880973510443709,-0.775529049807815,-2.60508777972894
"546",2018-01-22,-0.588015624928209,-0.31394097202195,-0.868587705231945,-0.782578369867964,-2.55312267205007
"547",2018-01-23,-0.548178251579288,-0.311879222212941,-0.855290971463323,-0.754560507043176,-2.46990895229873
"548",2018-01-24,-0.552266499763278,-0.308492322054349,-0.865285806933228,-0.749062464838293,-2.47510709358915
"549",2018-01-25,-0.562338787285788,-0.315855327922926,-0.866936774198301,-0.750780490096503,-2.49591137950352
"550",2018-01-26,-0.550660469300933,-0.30657800831062,-0.852449116054351,-0.739271106606131,-2.44895870027203
"551",2018-01-29,-0.538247633124429,-0.290232957457257,-0.836412116386709,-0.720383152397721,-2.38527585936612
"552",2018-01-30,-0.546133964359714,-0.30701976325832,-0.852815730224407,-0.745798474151039,-2.45176793199348
"553",2018-01-31,-0.544819705070683,-0.314824502409548,-0.865285806933228,-0.76796530178043,-2.49289531619389
"554",2018-02-01,-0.524515272617538,-0.29214713815328,-0.848690947102,-0.756278784484154,-2.42163214235697
"555",2018-02-02,-0.560441333973135,-0.394049591785723,-0.812695851127323,-0.730684391562686,-2.49787116844887
"556",2018-02-05,-0.572699667462532,-0.420991053068604,-0.834488287239948,-0.813367546423487,-2.64154655419457
"557",2018-02-06,-0.610464414681493,-0.448439686287407,-0.889142038614413,-0.893258348602953,-2.84130448818626
"558",2018-02-07,-0.601866021622303,-0.434091062358692,-0.846124740763305,-0.829544131021213,-2.71162595576551
"559",2018-02-08,-0.600991495674711,-0.435415726663401,-0.851165794610501,-0.835052141602932,-2.72262515855155
"560",2018-02-09,-0.632603608269316,-0.483525001513828,-0.925608230265947,-0.934780357358344,-2.97651719740744
"561",2018-02-12,-0.631584454384516,-0.447777531424789,-0.883543110685023,-0.892396963633547,-2.85530206012788
"562",2018-02-13,-0.626488083204722,-0.439978047950556,-0.85611605808225,-0.855367339650255,-2.77794952888778
"563",2018-02-14,-0.594577181339432,-0.444540088649233,-0.838427657411948,-0.857433695258597,-2.73497862265921
"564",2018-02-15,-0.598367643670555,-0.41068640252123,-0.816448585741099,-0.814744108328535,-2.64024674026142
"565",2018-02-16,-0.562776623350973,-0.395595624324634,-0.796592333943007,-0.789800746228381,-2.54476532784699
"566",2018-02-20,-0.565403623612435,-0.394491285004334,-0.787813047923848,-0.797196358823238,-2.54490431536385
"567",2018-02-21,-0.553434436513346,-0.413777908070879,-0.790556160010819,-0.79444429965086,-2.5522128042459
"568",2018-02-22,-0.565549592577766,-0.421874225791994,-0.818279414264109,-0.821627341324571,-2.62733057395844
"569",2018-02-23,-0.553872395015389,-0.404355872150615,-0.812512761522713,-0.822487858358141,-2.59322888704686
"570",2018-02-26,-0.55445636762594,-0.375054852569466,-0.786807268300101,-0.77862370322296,-2.49494219171847
"571",2018-02-27,-0.529775132039613,-0.380061468014483,-0.767522402517622,-0.750093376280823,-2.42745237885254
"572",2018-02-28,-0.539124002033436,-0.378441704030094,-0.785252985163029,-0.771059379888226,-2.47387807111479
"573",2018-03-01,-0.537079161657191,-0.379177890513543,-0.786807268300101,-0.778451736131428,-2.48151605660226
"574",2018-03-02,-0.537663430307792,-0.390515885501344,-0.807570802362522,-0.822143598223564,-2.55789371639522
"575",2018-03-05,-0.53751733618751,-0.387129260478804,-0.793574066291032,-0.815776619561784,-2.53399728251913
"576",2018-03-06,-0.473192927845563,-0.38418440015167,-0.761493134489756,-0.796680367187961,-2.41555082967495
"577",2018-03-07,-0.485188753323086,-0.381828385941129,-0.77062889330588,-0.810786762180879,-2.44843279475097
"578",2018-03-08,-0.468803312266495,-0.377558231696311,-0.755282606712082,-0.797196358823238,-2.39884050949813
"579",2018-03-09,-0.446409752626633,-0.372404270748329,-0.754917393670194,-0.790832576082161,-2.36456399312732
"580",2018-03-12,-0.442896023496254,-0.360034611780209,-0.718506910771061,-0.751467750613762,-2.27290529666129
"581",2018-03-13,-0.432646308582346,-0.361654492297514,-0.724891186708388,-0.756107044989895,-2.27529903257814
"582",2018-03-14,-0.452558078981511,-0.367544889541403,-0.738850476198095,-0.773981876792814,-2.33293532151382
"583",2018-03-15,-0.41184757230764,-0.3217458540869,-0.746974001706083,-0.7846417068403,-2.26520913494092
"584",2018-03-16,-0.408478014955993,-0.332643405237492,-0.739398028623728,-0.770371770618903,-2.25089121943612
"585",2018-03-19,-0.407745485193177,-0.338681236657274,-0.724799884240777,-0.751124184058513,-2.22235079014974
"586",2018-03-20,-0.412287047665192,-0.366072216676707,-0.742774945648111,-0.773809927417425,-2.29494413740743
"587",2018-03-21,-0.366708907597942,-0.357825662388783,-0.725164816871301,-0.744595864472174,-2.1942952513302
"588",2018-03-22,-0.375504676561827,-0.355174930342914,-0.741223330857505,-0.7736379804885,-2.24554091825075
"589",2018-03-23,-0.403789593281368,-0.391693834420867,-0.789001646542859,-0.829199954844086,-2.41368502908918
"590",2018-03-26,-0.454900148045816,-0.422904620919851,-0.8227656209793,-0.880683558079153,-2.58125394802412
"591",2018-03-27,-0.427374173325616,-0.385951389891059,-0.773918572995126,-0.818013557555408,-2.40525769376721
"592",2018-03-28,-0.463827925365532,-0.424818260797062,-0.816448585741099,-0.873793978065716,-2.57888874996941
"593",2018-03-29,-0.517500935049229,-0.443215698386397,-0.836320415379066,-0.880855839930602,-2.67789288874529
"594",2018-04-02,-0.49103907143521,-0.431294563984609,-0.79229371087708,-0.835568524801015,-2.55019587109791
"595",2018-04-03,-0.513262430345584,-0.444098627970514,-0.824871602123058,-0.856744903202731,-2.63897756364189
"596",2018-04-04,-0.514724012242916,-0.450573401807105,-0.816906315704626,-0.842798755133095,-2.62500248488774
"597",2018-04-05,-0.513408624648164,-0.447336091280053,-0.805740749862749,-0.832298133569485,-2.59878359936045
"598",2018-04-06,-0.508292542403237,-0.415397247403867,-0.786441463530848,-0.808550019049868,-2.51868127238782
"599",2018-04-09,-0.539708235467272,-0.460872758071306,-0.842275911285298,-0.868627260367444,-2.71148416519132
"600",2018-04-10,-0.539416120012187,-0.441302497468256,-0.836412116386709,-0.849857495434961,-2.66698822930211
"601",2018-04-11,-0.511508444581262,-0.417752531874446,-0.79631794362954,-0.816636908032017,-2.54221582811726
"602",2018-04-12,-0.512093134404954,-0.42202145793698,-0.817913293812339,-0.83281449183854,-2.58484237799281
"603",2018-04-13,-0.483872305366168,-0.407889201323122,-0.795586204050687,-0.810614671589101,-2.49796238232908
"604",2018-04-16,-0.515893280365309,-0.41068640252123,-0.800434247648115,-0.816120706348846,-2.5431346368835
"605",2018-04-17,-0.522761830862595,-0.402883517443702,-0.804093857222577,-0.796680367187961,-2.52641957271683
"606",2018-04-18,-0.49206279065942,-0.370048235678556,-0.763228700348348,-0.76366838144217,-2.38900810812849
"607",2018-04-19,-0.459144702202628,-0.365483280182713,-0.752999727703729,-0.751983169091349,-2.32961087918042
"608",2018-04-20,-0.470120232816346,-0.375202137313263,-0.757109166974289,-0.760918669002725,-2.36335020610662
"609",2018-04-23,-0.45797384786379,-0.389190653972522,-0.774741025102911,-0.756794402853037,-2.37869992979226
"610",2018-04-24,-0.474217091843088,-0.396847108401139,-0.789824727145186,-0.752326874131899,-2.41321580152131
"611",2018-04-25,-0.537663430307792,-0.439978047950556,-0.809858589861573,-0.807173763770865,-2.59467383189079
"612",2018-04-26,-0.556062209690666,-0.458813022649605,-0.816906315704626,-0.808205983367654,-2.63998753141255
"613",2018-04-27,-0.52699916213393,-0.42893963247827,-0.764872939928762,-0.707339351423454,-2.42815108596442
"614",2018-04-30,-0.514870200733732,-0.456900381278154,-0.785161470063658,-0.725705046023326,-2.48263709809887
"615",2018-05-01,-0.518231648531632,-0.449837622294407,-0.763868067506106,-0.710771501912284,-2.44270884024443
"616",2018-05-02,-0.505661154634306,-0.446894648294634,-0.745787215791591,-0.699961609468073,-2.39830462818861
"617",2018-05-03,-0.498935694068654,-0.492200751726782,-0.694989626941037,-0.719353237844953,-2.40547931058143
"618",2018-05-04,-0.490892847605038,-0.46690450941918,-0.688976885968513,-0.705623475115878,-2.35239771810861
"619",2018-05-07,-0.492501559362407,-0.458960181046905,-0.67358608875956,-0.688812405247434,-2.31386023441631
"620",2018-05-08,-0.462949893480497,-0.448954765959304,-0.665119987633121,-0.669953774465514,-2.24697842153844
"621",2018-05-09,-0.430742532916269,-0.433502328117603,-0.652107025530321,-0.658986767381968,-2.17533865394616
"622",2018-05-10,-0.416974806768485,-0.414513903092654,-0.651197173580816,-0.64288625868669,-2.12557214212865
"623",2018-05-11,-0.411261562401553,-0.382417392412816,-0.629188016154911,-0.640146572319203,-2.06301354328848
"624",2018-05-14,-0.410089580061393,-0.382270225198258,-0.626460606872886,-0.626109963338981,-2.04493037547152
"625",2018-05-15,-0.416681830178506,-0.388012798344642,-0.63764439226767,-0.63655109565279,-2.07889011644361
"626",2018-05-16,-0.411261562401553,-0.403030776101134,-0.638735642156573,-0.638434334983959,-2.09146231564322
"627",2018-05-17,-0.382833611037188,-0.402589111782629,-0.635279957005628,-0.642030045640667,-2.06273272546611
"628",2018-05-18,-0.408771035370727,-0.382417392412816,-0.646011910085536,-0.658472807555668,-2.09567314542475
"629",2018-05-21,-0.405547782868838,-0.358856491887305,-0.653289845210857,-0.658472807555668,-2.07616692752267
"630",2018-05-22,-0.385764961204809,-0.352082410342844,-0.646011910085536,-0.645968516364984,-2.02982779799817
"631",2018-05-23,-0.411554568132965,-0.36135990771479,-0.642191695015716,-0.645112214407106,-2.06021838527058
"632",2018-05-24,-0.404815215218915,-0.354585864343305,-0.629733497286864,-0.625083214768945,-2.01421779161803
"633",2018-05-25,-0.398075064304184,-0.347664433241791,-0.639554103400396,-0.624912180883528,-2.0102057818299
"634",2018-05-29,-0.394851215024962,-0.356353060465304,-0.646284789463627,-0.635352876408675,-2.03284194136257
"635",2018-05-30,-0.377996636099112,-0.359740025890897,-0.661206462294189,-0.662584732505423,-2.06152785678962
"636",2018-05-31,-0.363483484010165,-0.346928176183458,-0.640918391214126,-0.646311097269821,-1.99764114867757
"637",2018-06-01,-0.358498475427955,-0.340006685997436,-0.655837503053958,-0.644941061491804,-1.99928372597115
"638",2018-06-04,-0.341488299225433,-0.322629399764702,-0.608101944601308,-0.64271485686727,-1.91493450045871
"639",2018-06-05,-0.315232934178649,-0.303191056627793,-0.586664785468206,-0.604726216022428,-1.80981499229708
"640",2018-06-06,-0.309804934030833,-0.296122836299439,-0.571865360474087,-0.596348405829067,-1.77414153663343
"641",2018-06-07,-0.292932250953515,-0.293766886984555,-0.536929185875236,-0.549888435253806,-1.67351675906711
"642",2018-06-08,-0.323007706701615,-0.322334921887589,-0.570231458849728,-0.591562149292452,-1.80713623673138
"643",2018-06-11,-0.306724051491379,-0.30657800831062,-0.565692980414475,-0.576183154611185,-1.75517819482766
"644",2018-06-12,-0.313912631084769,-0.313204623445472,-0.579763712671041,-0.590365582645153,-1.79724654984644
"645",2018-06-13,-0.285742299716384,-0.296564685024862,-0.564875998542939,-0.574133378121351,-1.72131636140554
"646",2018-06-14,-0.296160282099199,-0.29288342684875,-0.571411446158064,-0.581992123770754,-1.74244727887677
"647",2018-06-15,-0.275910405343119,-0.28787696544201,-0.57231927867462,-0.571742079146244,-1.70784872860599
"648",2018-06-18,-0.26710511872719,-0.292294418058423,-0.570322183297877,-0.570034025190057,-1.69975574527355
"649",2018-06-19,-0.241860832102234,-0.284343146801505,-0.555800581388572,-0.551253806451534,-1.63325836674384
"650",2018-06-20,-0.245383479781919,-0.303927381044622,-0.568869783381475,-0.56986333002803,-1.68804397423605
"651",2018-06-21,-0.221457612318289,-0.282870752732126,-0.552080276484116,-0.563203400416149,-1.61961204195068
"652",2018-06-22,-0.22865027034633,-0.282576208106769,-0.558976828939131,-0.579770893971259,-1.64997420136349
"653",2018-06-25,-0.248465759936158,-0.295092084098674,-0.552624686872553,-0.566106220133751,-1.66228875104114
"654",2018-06-26,-0.305110203316887,-0.33823945761356,-0.611645708494062,-0.641345250560043,-1.89634061998455
"655",2018-06-27,-0.295426661843192,-0.336325044425618,-0.598199276148465,-0.613619953826354,-1.84357093624363
"656",2018-06-28,-0.33151512116861,-0.360623670209334,-0.628006218057959,-0.639804064014921,-1.95994907345082
"657",2018-06-29,-0.310098354439823,-0.333968740660511,-0.592386146480151,-0.610369976656484,-1.84682321823697
"658",2018-07-02,-0.308777983429779,-0.322334921887589,-0.597654278963547,-0.615330703554762,-1.84409788783568
"659",2018-07-03,-0.286769461553847,-0.313204623445472,-0.587209627593837,-0.614475315690026,-1.80165902828318
"660",2018-07-05,-0.307164167225043,-0.322334921887589,-0.599743661008775,-0.63244282720742,-1.86168557732883
"661",2018-07-06,-0.271948101272113,-0.302896594739219,-0.576313750310638,-0.600964602813095,-1.75212304913507
"662",2018-07-09,-0.238338014217526,-0.28301791296702,-0.570412907935893,-0.587289387027993,-1.67905822214843
"663",2018-07-10,-0.237750872383029,-0.278747961877933,-0.557615632576011,-0.562861835539687,-1.63697630237666
"664",2018-07-11,-0.262995840549254,-0.279631464396476,-0.552261653375763,-0.54289209300637,-1.63778105132786
"665",2018-07-12,-0.254630170205173,-0.278453537081055,-0.531214789234269,-0.517993344615035,-1.58229184113553
"666",2018-07-13,-0.226008074379956,-0.236056276586719,-0.495488860028319,-0.488178948021683,-1.44573215901668
"667",2018-07-16,-0.230558463221651,-0.252836697602522,-0.512442544093505,-0.496353276029809,-1.49219098094749
"668",2018-07-17,-0.23085209900657,-0.256075343200318,-0.529037946490142,-0.512709326456157,-1.52867471515319
"669",2018-07-18,-0.210594797522086,-0.24415169381628,-0.508271799274745,-0.492606349898985,-1.4556246405121
"670",2018-07-19,-0.211181993823301,-0.24945090909889,-0.490231267124909,-0.471156813726371,-1.42202098377347
"671",2018-07-20,-0.181381724544379,-0.261816755427833,-0.511082519385385,-0.4842627301987,-1.4385437295563
"672",2018-07-23,-0.180060450637795,-0.260491729614546,-0.505189079278859,-0.469625143334676,-1.41536640286588
"673",2018-07-24,-0.1625911436219,-0.234437250285637,-0.494944978949302,-0.485965386870361,-1.3779387597272
"674",2018-07-25,-0.195474609266844,-0.20250442143709,-0.479173311645788,-0.485965386870361,-1.36311772922008
"675",2018-07-26,-0.148938786645646,-0.203092944338735,-0.437670988359441,-0.441563277474817,-1.23126599681864
"676",2018-07-27,-0.156865939960723,-0.235909060573931,-0.499205674391361,-0.44394318352026,-1.33592385844627
"677",2018-07-30,-0.188281411003973,-0.290085679101386,-0.539378478693927,-0.474389986309784,-1.49213555510907
"678",2018-07-31,-0.250373781538353,-0.335294189382075,-0.585393468548251,-0.546475442327861,-1.71753688179654
"679",2018-08-01,-0.264610228757296,-0.338975830869822,-0.58421294647705,-0.54203895887261,-1.72983796497678
"680",2018-08-02,-0.232173120087922,-0.31953688410945,-0.55516544138123,-0.516288676192989,-1.62316412177159
"681",2018-08-03,-0.147177174925021,-0.289054957757746,-0.547815758152246,-0.504870895398426,-1.48891878623344
"682",2018-08-06,-0.210154427676754,-0.294061337039472,-0.55516544138123,-0.489540949421918,-1.54892215551937
"683",2018-08-07,-0.172573639685688,-0.285521115972331,-0.552080276484116,-0.491414136658015,-1.50158916880015
"684",2018-08-08,-0.171399199188278,-0.277717308930034,-0.54228151277285,-0.481709204089476,-1.47310722498064
"685",2018-08-09,-0.174041634963306,-0.271239128072998,-0.540104221771721,-0.474900794771019,-1.46028577957905
"686",2018-08-10,-0.195181058546567,-0.264908386557343,-0.533391578571365,-0.486305983410024,-1.4797870070853
"687",2018-08-13,-0.177271292686134,-0.267263916424861,-0.542009363498533,-0.491073736744833,-1.47761830935436
"688",2018-08-14,-0.151287499425623,-0.267263916424861,-0.545093896728144,-0.482900733839062,-1.44654604641769
"689",2018-08-15,-0.113121832240829,-0.256664095356114,-0.530851906530511,-0.473539264753313,-1.37417709888077
"690",2018-08-16,-0.153195954925041,-0.294061337039472,-0.563877608662233,-0.487838328060676,-1.49897322868742
"691",2018-08-17,-0.145562397816911,-0.29214713815328,-0.533391578571365,-0.475411354062261,-1.44651246860382
"692",2018-08-20,-0.143507255497983,-0.290232957457257,-0.536929185875236,-0.463840411395971,-1.43450981022645
"693",2018-08-21,-0.123543515583289,-0.285815553292564,-0.522961522840081,-0.47047600387129,-1.40279659558722
"694",2018-08-22,-0.109892648616909,-0.278895230727809,-0.538017823445939,-0.485795220445516,-1.41260092323617
"695",2018-08-23,-0.091546086612756,-0.268147349208149,-0.526951970250694,-0.467072981809584,-1.35371838788118
"696",2018-08-24,-0.0815663431779543,-0.261816755427833,-0.518699308992078,-0.450743957961475,-1.31282636555934
"697",2018-08-27,-0.0660110273798451,-0.221780441999266,-0.480804795116606,-0.415057818085564,-1.18365408258128
"698",2018-08-28,-0.0649838523346105,-0.22369352443193,-0.461501437032114,-0.394685660265077,-1.14486447406373
"699",2018-08-29,-0.0275710596675141,-0.214275494635774,-0.451533822359475,-0.398079990264664,-1.09146036692743
"700",2018-08-30,0.0442787533309597,-0.18470423008748,-0.433956255707303,-0.367035769410246,-0.941417501874069
"701",2018-08-31,0.0744647162886953,-0.192500571840044,-0.440932738688409,-0.371953095858133,-0.93092169009789
"702",2018-09-04,0.0873553452373923,-0.188970008766081,-0.424986944811059,-0.369409597139178,-0.896011205478926
"703",2018-09-05,0.125571475128197,-0.178085504491758,-0.413571623962196,-0.35398284725134,-0.820068500577097
"704",2018-09-06,0.0662601212765768,-0.237233675359256,-0.464854297612727,-0.441053342128865,-1.07688119382427
"705",2018-09-07,0.0858906538754405,-0.23796965503538,-0.450265282040853,-0.409963373687099,-1.01230765688789
"706",2018-09-10,0.106832658971285,-0.240619070066404,-0.465488709095228,-0.432045671436949,-1.0313207916273
"707",2018-09-11,0.0983395667478071,-0.226195336243871,-0.460232800605631,-0.417095743955696,-1.00518431405739
"708",2018-09-12,0.140645705450127,-0.202210217662482,-0.444103991738169,-0.393158119577163,-0.898826623527686
"709",2018-09-13,0.113714069708315,-0.18794032206833,-0.438848878641631,-0.374836071169592,-0.88791120217124
"710",2018-09-14,0.110493077926896,-0.191029426698556,-0.409947850846972,-0.356864143655972,-0.847348343274604
"711",2018-09-17,0.119277095353825,-0.211774033045115,-0.403243753584659,-0.353305041690701,-0.849045732966649
"712",2018-09-18,0.0612783567635142,-0.242679761717684,-0.416742546710391,-0.381451310787111,-0.979595262451672
"713",2018-09-19,0.0778340622678988,-0.227372723285007,-0.384309300403393,-0.356864143655972,-0.890712105076473
"714",2018-09-20,0.0310867263740886,-0.233406985189402,-0.40116010614018,-0.360423910440928,-0.963904275396422
"715",2018-09-21,0.0561496485174025,-0.214422674884787,-0.372169131091169,-0.329586731939703,-0.860028889398257
"716",2018-09-24,0.0384159739702694,-0.214128314649487,-0.367548513617511,-0.315871979649639,-0.859132833946366
"717",2018-09-25,0.0492618708807093,-0.228844422430993,-0.372531471871831,-0.33178848258594,-0.883902506008054
"718",2018-09-26,0.185549432263284,-0.222663380542698,-0.365555243951703,-0.3238292814001,-0.726498473631216
"719",2018-09-27,0.175314442937349,-0.225459561418842,-0.364286801909365,-0.329078696050335,-0.743510616441193
"720",2018-09-28,0.223691640916828,-0.238116874150845,-0.36383375490424,-0.316379814653783,-0.694638802792041
"721",2018-10-01,0.239027064169735,-0.255044865342407,-0.361115591690616,-0.315194966169132,-0.692328359032421
"722",2018-10-02,0.21375729535111,-0.259313965850062,-0.350605027004547,-0.303347433572922,-0.699509131076421
"723",2018-10-03,0.221792640827341,-0.272122473790797,-0.363290153463935,-0.322305461794551,-0.735925448221942
"724",2018-10-04,0.209081551420823,-0.265202783320227,-0.356404019384998,-0.327385387675117,-0.739910638959519
"725",2018-10-05,0.172974647142677,-0.30657800831062,-0.419641710072251,-0.371614123192104,-0.924859194432298
"726",2018-10-08,0.16741734961468,-0.323660242118095,-0.445825545094642,-0.395364391425508,-0.997432829023565
"727",2018-10-09,0.0495549317693791,-0.362390727649136,-0.491137776091454,-0.454315198078972,-1.25828877005018
"728",2018-10-10,0.0511670243729596,-0.370048235678556,-0.477541994875892,-0.447173434694362,-1.24359664087585
"729",2018-10-11,-0.0767235464138214,-0.437476170916272,-0.596110118207677,-0.562861835539687,-1.67317167107746
"730",2018-10-12,-0.200319018981514,-0.430853026427681,-0.615916882454676,-0.593442384553022,-1.84053131241689
"731",2018-10-15,-0.127800397080648,-0.384773398701503,-0.527768194970518,-0.485454630289551,-1.52579662104222
"732",2018-10-16,-0.130736271243999,-0.411275171337886,-0.563151508498302,-0.533680353917478,-1.63884330499766
"733",2018-10-17,-0.0580872652451001,-0.361507200036937,-0.495488860028319,-0.456866180137314,-1.37194950544767
"734",2018-10-18,-0.0679186271532599,-0.369164730859379,-0.499114930141818,-0.444793255371366,-1.38099154352582
"735",2018-10-19,-0.113268645007894,-0.407594695760195,-0.533210268533579,-0.498567683195725,-1.55264129249739
"736",2018-10-22,-0.126332526861089,-0.300098719406443,-0.538289950957119,-0.485114046092139,-1.44983524331679
"737",2018-10-23,-0.102113512732693,-0.290527402304683,-0.525228776560484,-0.475581455808049,-1.39345114740591
"738",2018-10-24,-0.125158191082265,-0.259019582884504,-0.544005249182133,-0.501463579353467,-1.42964660250237
"739",2018-10-25,-0.195768271880918,-0.324985677703671,-0.605194428628518,-0.584384318052524,-1.71033269626563
"740",2018-10-26,-0.134846428596215,-0.282723480428435,-0.527949626082323,-0.477623799187183,-1.42314333429416
"741",2018-10-29,-0.169637539368907,-0.320862197478867,-0.588844200615904,-0.524982985306663,-1.60432692277034
"742",2018-10-30,-0.226008074379956,-0.353555025066628,-0.647467389742278,-0.583188065001142,-1.81021855419
"743",2018-10-31,-0.204282526737354,-0.357236599657649,-0.677592390325411,-0.610028088157361,-1.84913960487777
"744",2018-11-01,-0.135433613949585,-0.308786789677302,-0.587209627593837,-0.523107475086974,-1.5545375063077
"745",2018-11-02,-0.0871432530750009,-0.296270119010538,-0.56868820184744,-0.472347884038467,-1.42444945797145
"746",2018-11-05,-0.0721742402094518,-0.318800525378373,-0.586755545810071,-0.490222234521559,-1.46795254591946
"747",2018-11-06,-0.112534694254016,-0.31084840815618,-0.584394595206637,-0.489881588987901,-1.49765928660473
"748",2018-11-07,-0.078778074531821,-0.301423953923901,-0.57377179569517,-0.47302874034324,-1.42700256449413
"749",2018-11-08,0.000149690714587258,-0.249303673899695,-0.491318968348769,-0.405209437758931,-1.14568238929281
"750",2018-11-09,-0.109305519128023,-0.23738089322558,-0.485699149713609,-0.39757082851519,-1.2299563905824
"751",2018-11-12,-0.138075904456994,-0.270944605688361,-0.51507219161118,-0.419643613466868,-1.3437363152234
"752",2018-11-13,-0.188574963897642,-0.314824502409548,-0.573862527621494,-0.491243936168813,-1.5685059300975
"753",2018-11-14,-0.158921130990557,-0.314824502409548,-0.582669313418483,-0.491243936168813,-1.5476588829874
"754",2018-11-15,-0.188868628728293,-0.31084840815618,-0.588026906135256,-0.495160898364761,-1.58290484138449
"755",2018-11-16,-0.133231701841027,-0.271239128072998,-0.559612021750409,-0.455165586651485,-1.41924843831592
"756",2018-11-19,-0.177418125772811,-0.295975665893402,-0.574770412232554,-0.483411701355694,-1.53157590525446
"757",2018-11-20,-0.289263945956424,-0.368575688642195,-0.663481744674504,-0.575841688483112,-1.89716306775623
"758",2018-11-21,-0.306137190397324,-0.40347243896122,-0.6836939024079,-0.59959675172718,-1.99290028349362
"759",2018-11-23,-0.294399574514868,-0.383448120869861,-0.678229730645582,-0.581650323810672,-1.93772774984098
"760",2018-11-26,-0.281927005566144,-0.400675176668214,-0.724343796161685,-0.608146731036729,-2.01509270943277
"761",2018-11-27,-0.237163841174045,-0.357825662388783,-0.640099756321317,-0.555691538637214,-1.79078079852136
"762",2018-11-28,-0.246557719428413,-0.341479319462181,-0.629824504409152,-0.556203620033086,-1.77406516333283
"763",2018-11-29,-0.187694192851038,-0.282428935914689,-0.545366062510467,-0.462989756010682,-1.47847894728688
"764",2018-11-30,-0.187547360231424,-0.307755985491665,-0.596382603854909,-0.501804109565567,-1.59349005914356
"765",2018-12-03,-0.188428243390946,-0.284932130317963,-0.556345034372632,-0.457376405074708,-1.48708181315625
"766",2018-12-04,-0.157453152744636,-0.252983825001961,-0.476635628020085,-0.401474711088685,-1.28854731685537
"767",2018-12-06,-0.281340074547192,-0.308786789677302,-0.561608635447061,-0.509641911641671,-1.66137741131323
"768",2018-12-07,-0.249346370487652,-0.284784856238506,-0.538924876465536,-0.468604249609859,-1.54166035280155
"769",2018-12-10,-0.321394126579043,-0.32969814438874,-0.597835990147742,-0.53572707759652,-1.78465533871204
"770",2018-12-11,-0.283247688567084,-0.297889899284378,-0.583668144117721,-0.522596018142194,-1.68740175011138
"771",2018-12-12,-0.306724051491379,-0.289349400785596,-0.586573886393503,-0.540844825115318,-1.7234921637858
"772",2018-12-13,-0.279285599219155,-0.274772656247029,-0.563423915625588,-0.523960010092997,-1.64144218118477
"773",2018-12-14,-0.290291078197971,-0.259166830367457,-0.575496567977637,-0.528393526918467,-1.65334800346153
"774",2018-12-17,-0.30144229537099,-0.283312458364906,-0.608465331243998,-0.570204982730172,-1.76342506771007
"775",2018-12-18,-0.353073243574896,-0.310112178550574,-0.652834899095034,-0.63329875436105,-1.94931907558155
"776",2018-12-19,-0.334008554649756,-0.289349400785596,-0.642282597582011,-0.61173835573925,-1.87737890875661
"777",2018-12-20,-0.34706102821784,-0.311142990318803,-0.683147467027155,-0.635695331932813,-1.97704681749661
"778",2018-12-21,-0.392946126152768,-0.334557816464143,-0.723340484535792,-0.678524521280851,-2.12936894843355
"779",2018-12-24,-0.442603252324108,-0.397877740131863,-0.79201936815404,-0.755763307150349,-2.38826366776036
