"","date","ZM","DOCU","TEAM","RNG","index"
"52",2018-07-11,-0.716923986220132,-0.693966379878822,-1.47988216867047,-0.6477605194563,-3.53853305422573
"53",2018-07-12,-0.716923986220132,-0.698851106869484,-1.47261906601949,-0.650637269264271,-3.53903142837338
"54",2018-07-13,-0.716923986220132,-0.656293192487055,-1.43868717451477,-0.608890866467683,-3.42079521968964
"55",2018-07-16,-0.716923986220132,-0.656796531737588,-1.45110744035517,-0.609851288979618,-3.43467924729251
"56",2018-07-17,-0.716923986220132,-0.660319433521864,-1.454931396071,-0.607930411015654,-3.44010522682865
"57",2018-07-18,-0.716923986220132,-0.67238743109874,-1.44310189974927,-0.580063122394613,-3.41247643946276
"58",2018-07-19,-0.716923986220132,-0.685442032649943,-1.43915207949921,-0.568043789725126,-3.40956188809441
"59",2018-07-20,-0.716923986220132,-0.694091647462637,-1.44333409830694,-0.569967139685264,-3.42431687167497
"60",2018-07-23,-0.716923986220132,-0.695970750764387,-1.44321795609106,-0.581985782314609,-3.43809847539019
"61",2018-07-24,-0.716923986220132,-0.654279422486812,-1.46025645643338,-0.582466466066801,-3.41392633120712
"62",2018-07-25,-0.716923986220132,-0.676155260252153,-1.48230053029013,-0.602647213895588,-3.47802699065801
"63",2018-07-26,-0.716923986220132,-0.664846857950747,-1.45273009221527,-0.581985782314609,-3.41648671870075
"64",2018-07-27,-0.716923986220132,-0.654531173198361,-1.45527885636707,-0.575255905233379,-3.40198992101894
"65",2018-07-30,-0.716923986220132,-0.663212204811578,-1.37340720611781,-0.596882671881043,-3.35042606903057
"66",2018-07-31,-0.716923986220132,-0.702230998025218,-1.40580029764779,-0.656389761755313,-3.48134504364845
"67",2018-08-01,-0.716923986220132,-0.674773905111834,-1.39021527802088,-0.656869100718101,-3.43878227007095
"68",2018-08-02,-0.716923986220132,-0.651509774802129,-1.37987803188915,-0.630972301768445,-3.37928409467986
"69",2018-08-03,-0.716923986220132,-0.611645733525486,-1.36067855709011,-0.606009328524021,-3.29525760535975
"70",2018-08-06,-0.716923986220132,-0.635632395205441,-1.37010992099984,-0.601206166612313,-3.32387246903772
"71",2018-08-07,-0.716923986220132,-0.597863200302557,-1.35324011348287,-0.583427738639038,-3.2514550386446
"72",2018-08-08,-0.716923986220132,-0.599254773855745,-1.34815755309353,-0.52955545573494,-3.19389176890434
"73",2018-08-09,-0.716923986220132,-0.580773472395439,-1.34591040894391,-0.529074092577208,-3.17268196013669
"74",2018-08-10,-0.716923986220132,-0.592168922585563,-1.32054070907678,-0.529074092577208,-3.15870771045969
"75",2018-08-13,-0.716923986220132,-0.620615054394201,-1.32339120222488,-0.523779126195991,-3.18470936903521
"76",2018-08-14,-0.716923986220132,-0.646598033162171,-1.3214909599092,-0.522334911735565,-3.20734789102707
"77",2018-08-15,-0.716923986220132,-0.625034047039342,-1.31578689969236,-0.504519610373404,-3.16226454332523
"78",2018-08-16,-0.716923986220132,-0.646472031641406,-1.3284950628209,-0.513668779451996,-3.20555986013443
"79",2018-08-17,-0.716923986220132,-0.627053567367314,-1.32303497428731,-0.509335179884497,-3.17634770775925
"80",2018-08-20,-0.716923986220132,-0.614552025747769,-1.32398492975348,-0.507408960926959,-3.16286990264834
"81",2018-08-21,-0.716923986220132,-0.582420003953074,-1.32125343364077,-0.50692745022302,-3.127524874037
"82",2018-08-22,-0.716923986220132,-0.566200012024255,-1.30924448127597,-0.503074839703624,-3.09544331922398
"83",2018-08-23,-0.716923986220132,-0.574565550568076,-1.29971627870344,-0.493923873263353,-3.085129688755
"84",2018-08-24,-0.716923986220132,-0.54844126846282,-1.26901304555302,-0.494405497138867,-3.02878379737484
"85",2018-08-27,-0.716923986220132,-0.527617282048324,-1.22722333078872,-0.465980861638584,-2.93774546069576
"86",2018-08-28,-0.716923986220132,-0.527744346299313,-1.22204347969415,-0.469353880499694,-2.93606569271329
"87",2018-08-29,-0.716923986220132,-0.517960420069143,-1.20853582661548,-0.464535215203588,-2.90795544810834
"88",2018-08-30,-0.716923986220132,-0.49799993780587,-1.18665952270386,-0.462607693893893,-2.86419114062375
"89",2018-08-31,-0.716923986220132,-0.534476258577886,-1.18883760451075,-0.477063113509639,-2.9173009628184
"90",2018-09-04,-0.716923986220132,-0.566960711093257,-1.18012200420941,-0.470317561566219,-2.93432426308902
"91",2018-09-05,-0.716923986220132,-0.536381161587677,-1.15720314102599,-0.456342821028125,-2.86685110986192
"92",2018-09-06,-0.716923986220132,-0.558591330531798,-1.20913936576174,-0.475617687488833,-2.96027237000251
"93",2018-09-07,-0.716923986220132,-0.625034047039342,-1.22035628609847,-0.468390186850904,-3.03070450620885
"94",2018-09-10,-0.716923986220132,-0.636515116037729,-1.21637786651175,-0.463089541859364,-3.03290651062898
"95",2018-09-11,-0.716923986220132,-0.674397150301897,-1.20491393216639,-0.439955667969157,-3.03619073665758
"96",2018-09-12,-0.716923986220132,-0.674020378964005,-1.17430686936281,-0.440919751020588,-3.00617098556754
"97",2018-09-13,-0.716923986220132,-0.633488303647498,-1.18532819779835,-0.434653423450762,-2.97039391111674
"98",2018-09-14,-0.716923986220132,-0.656293192487055,-1.13873045984931,-0.452005295232383,-2.96395293378888
"99",2018-09-17,-0.716923986220132,-0.676155260252153,-1.12948113262689,-0.445739735094739,-2.96830011419391
"100",2018-09-18,-0.716923986220132,-0.696346496771293,-1.16678998449555,-0.484289703078077,-3.06435017056506
"101",2018-09-19,-0.716923986220132,-0.685692885295169,-1.15113047623353,-0.466944586196739,-3.02069193394557
"102",2018-09-20,-0.716923986220132,-0.701980683067328,-1.1810908536562,-0.495368806539667,-3.09536432948333
"103",2018-09-21,-0.716923986220132,-0.69572022710542,-1.16424256235169,-0.488625238052147,-3.06551201372939
"104",2018-09-24,-0.716923986220132,-0.69183613743507,-1.17188270384453,-0.502593216444323,-3.08323604394406
"105",2018-09-25,-0.716923986220132,-0.700728981590619,-1.15027999936677,-0.491033753283951,-3.05896672046147
"106",2018-09-26,-0.716923986220132,-0.681050926226378,-1.12826351370488,-0.469353880499694,-2.99559230665108
"107",2018-09-27,-0.716923986220132,-0.69183613743507,-1.12728927804124,-0.472244959074963,-3.0082943607714
"108",2018-09-28,-0.716923986220132,-0.688326291508064,-1.10864015329265,-0.461643842120603,-2.97553427314145
"109",2018-10-01,-0.716923986220132,-0.691460171437254,-1.10558985360758,-0.471281230021545,-2.98525524128651
"110",2018-10-02,-0.716923986220132,-0.73793298192672,-1.11071385309727,-0.497102752193393,-3.06267357343751
"111",2018-10-03,-0.716923986220132,-0.768355909614859,-1.13654059626457,-0.529362955185911,-3.15118344728547
"112",2018-10-04,-0.716923986220132,-0.759556030799857,-1.1450539762489,-0.518772336463564,-3.14030632973246
"113",2018-10-05,-0.716923986220132,-0.77578136844604,-1.2325200893891,-0.550247666788653,-3.27547311084393
"114",2018-10-08,-0.716923986220132,-0.782331766210925,-1.23624964776663,-0.556597504974046,-3.29210290517173
"115",2018-10-09,-0.716923986220132,-0.807464337977955,-1.28742800730467,-0.590155975898608,-3.40197230740137
"116",2018-10-10,-0.716923986220132,-0.828548538749885,-1.28503922673205,-0.57967856204084,-3.41019031374291
"117",2018-10-11,-0.716923986220132,-0.839661467638498,-1.31650017147312,-0.630684342194537,-3.50376996752629
"118",2018-10-12,-0.716923986220132,-0.843927559240945,-1.32018431587812,-0.644883342201614,-3.52591920354081
"119",2018-10-15,-0.716923986220132,-0.790107171689222,-1.28002015682803,-0.596113961640423,-3.3831652763778
"120",2018-10-16,-0.716923986220132,-0.80008604030405,-1.30305276674831,-0.595441342224071,-3.41550413549657
"121",2018-10-17,-0.716923986220132,-0.751984549933749,-1.26649810243484,-0.574871288919981,-3.31027792750871
"122",2018-10-18,-0.716923986220132,-0.754468108906113,-1.2570290330979,-0.584100619662448,-3.3125217478866
"123",2018-10-19,-0.716923986220132,-0.770337030948452,-1.27786797366271,-0.611291897380024,-3.37642088821132
"124",2018-10-22,-0.716923986220132,-0.82249111306681,-1.41631979461445,-0.639991369367839,-3.59572626326923
"125",2018-10-23,-0.716923986220132,-0.816915704009102,-1.38751547150166,-0.61426886271579,-3.53562402444668
"126",2018-10-24,-0.716923986220132,-0.830749032529435,-1.38962852338178,-0.619837853939196,-3.55713939607054
"127",2018-10-25,-0.716923986220132,-0.857062282230378,-1.45191883679493,-0.678427139185567,-3.704332244431
"128",2018-10-26,-0.716923986220132,-0.843074706811387,-1.41339991190421,-0.644787410692749,-3.61818601562847
"129",2018-10-29,-0.716923986220132,-0.832581944635936,-1.43100997218107,-0.671051979758219,-3.65156788279535
"130",2018-10-30,-0.716923986220132,-0.84270915568158,-1.43089353157427,-0.682161614944916,-3.67268828842089
"131",2018-10-31,-0.716923986220132,-0.825735024595546,-1.40275735163052,-0.65188381563921,-3.59730017808541
"132",2018-11-01,-0.716923986220132,-0.823287048547205,-1.3489852478524,-0.618685720905578,-3.50788200352532
"133",2018-11-02,-0.716923986220132,-0.824388830062748,-1.33904514328785,-0.601974743867409,-3.48233270343814
"134",2018-11-05,-0.716923986220132,-0.812499353546543,-1.34224199255977,-0.625597617047489,-3.49726294937394
"135",2018-11-06,-0.716923986220132,-0.817528727535103,-1.36433509445302,-0.645266991071327,-3.54405479927958
"136",2018-11-07,-0.716923986220132,-0.815812027946519,-1.39396939309741,-0.636825515315635,-3.56353092257969
"137",2018-11-08,-0.716923986220132,-0.79947066881776,-1.32885097141561,-0.553807529538146,-3.39905315599165
"138",2018-11-09,-0.716923986220132,-0.787886860035811,-1.34851237123099,-0.537063566079436,-3.39038678356637
"139",2018-11-12,-0.716923986220132,-0.792696256396723,-1.37987803188915,-0.56150351030996,-3.45100178481596
"140",2018-11-13,-0.716923986220132,-0.830626831417599,-1.40907534940266,-0.640566994743818,-3.59719316178421
"141",2018-11-14,-0.716923986220132,-0.815321406569053,-1.38316931715509,-0.643444622036781,-3.55885933198106
"142",2018-11-15,-0.716923986220132,-0.848675795637505,-1.3903326568853,-0.651787912943762,-3.6077203516867
"143",2018-11-16,-0.716923986220132,-0.842465420712195,-1.35087672770142,-0.625117728094367,-3.53538386272811
"144",2018-11-19,-0.716923986220132,-0.859125637922259,-1.34851237123099,-0.631452080603453,-3.55601407597684
"145",2018-11-20,-0.716923986220132,-0.878367889461842,-1.4264677070993,-0.703692935308864,-3.72545251809014
"146",2018-11-21,-0.716923986220132,-0.86724654832643,-1.41585271684173,-0.703214695347103,-3.7032379467354
"147",2018-11-23,-0.716923986220132,-0.837709733973756,-1.39350027520338,-0.679288968215759,-3.62742296361303
"148",2018-11-26,-0.716923986220132,-0.836977573561376,-1.38093621552528,-0.676415991395016,-3.6112537667018
"149",2018-11-27,-0.716923986220132,-0.833437013713503,-1.34591040894391,-0.635578179425308,-3.53184958830285
"150",2018-11-28,-0.716923986220132,-0.839173611091351,-1.36374545102613,-0.646226049229984,-3.5660690975676
"151",2018-11-29,-0.716923986220132,-0.824756011951469,-1.29208354908227,-0.606873850132537,-3.44063739738641
"152",2018-11-30,-0.716923986220132,-0.825367927021674,-1.25378984082874,-0.597939597712901,-3.39402135178345
"153",2018-12-03,-0.716923986220132,-0.825490327562849,-1.22927020401991,-0.569005477996238,-3.34068999579913
"154",2018-12-04,-0.716923986220132,-0.816179934981566,-1.18508615882288,-0.55342275504177,-3.27161283506635
"155",2018-12-06,-0.716923986220132,-0.829037611373595,-1.23191833541908,-0.593135114968546,-3.37101504798135
"156",2018-12-07,-0.716923986220132,-0.825367927021674,-1.23889535380523,-0.574775115882756,-3.35596238292979
"157",2018-12-10,-0.716923986220132,-0.851108555540571,-1.2949468450204,-0.598996485806956,-3.46197587258806
"158",2018-12-11,-0.716923986220132,-0.838563730607054,-1.26386240636932,-0.563234879743479,-3.38258500293998
"159",2018-12-12,-0.716923986220132,-0.826713858584242,-1.26482088071791,-0.546302485446786,-3.35476121096907
"160",2018-12-13,-0.716923986220132,-0.817651303282972,-1.25198967262834,-0.533502230119486,-3.32006719225093
"161",2018-12-14,-0.716923986220132,-0.808447193996902,-1.24958881628887,-0.547168565162702,-3.32212856166861
"162",2018-12-17,-0.716923986220132,-0.811640116578334,-1.26230443659221,-0.573140497962895,-3.36400903735357
"163",2018-12-18,-0.716923986220132,-0.825612677838764,-1.3022188068287,-0.620989936975598,-3.46574540786319
"164",2018-12-19,-0.716923986220132,-0.824144009024561,-1.31091045369765,-0.596113961640423,-3.44809241058276
"165",2018-12-20,-0.716923986220132,-0.833437013713503,-1.28778622787982,-0.593519510673253,-3.43166673848671
"166",2018-12-21,-0.716923986220132,-0.848067378152983,-1.27356157205112,-0.645938343179371,-3.48449127960361
"167",2018-12-24,-0.716923986220132,-0.871360675216723,-1.2869503196177,-0.678331353781977,-3.55356633483653
"168",2018-12-26,-0.716923986220132,-0.877522943197016,-1.31638126834277,-0.688862766606296,-3.59969096436621
"169",2018-12-27,-0.716923986220132,-0.851230132337014,-1.23673076256905,-0.619069770820624,-3.42395465194682
"170",2018-12-28,-0.716923986220132,-0.834902426666587,-1.20962214652169,-0.609371118491522,-3.37081967789994
"171",2018-12-31,-0.716923986220132,-0.840880803080825,-1.20926008669009,-0.60245511262409,-3.36951998861514
"172",2019-01-02,-0.716923986220132,-0.845997992028366,-1.19258741705094,-0.5734289570791,-3.32893835237854
"173",2019-01-03,-0.716923986220132,-0.836977573561376,-1.19198277034064,-0.587464810248234,-3.33334914037038
"174",2019-01-04,-0.716923986220132,-0.861187850744315,-1.24682677506502,-0.6120602009683,-3.43699881299777
"175",2019-01-07,-0.716923986220132,-0.836001154303316,-1.2154131769555,-0.576025124487813,-3.34436344196676
"176",2019-01-08,-0.716923986220132,-0.826346845626624,-1.14736352359652,-0.533309673423458,-3.22394402886673
"177",2019-01-09,-0.716923986220132,-0.82157256841554,-1.12168579367562,-0.516365058984651,-3.17654740729594
"178",2019-01-10,-0.716923986220132,-0.814340047754346,-1.10961609362867,-0.525704626294066,-3.16658475389722
"179",2019-01-11,-0.716923986220132,-0.79762407583039,-1.11339692479987,-0.527822626840036,-3.15576761369043
"180",2019-01-14,-0.716923986220132,-0.804391481368545,-1.11156762085163,-0.530421808202308,-3.16330489664261
"181",2019-01-15,-0.716923986220132,-0.807587188938092,-1.13520210633454,-0.549285487272987,-3.20899876876576
"182",2019-01-16,-0.716923986220132,-0.785788968397058,-1.11486016455193,-0.528977878045447,-3.14655099721456
"183",2019-01-17,-0.716923986220132,-0.809552683552919,-1.12777640739672,-0.528592797681966,-3.18284587485174
"184",2019-01-18,-0.716923986220132,-0.786899715371622,-1.1448108782611,-0.518579791026738,-3.16721437087959
"185",2019-01-22,-0.716923986220132,-0.760920314715161,-1.17212519592441,-0.488625238052147,-3.13859473491185
"186",2019-01-23,-0.716923986220132,-0.7751629885563,-1.162786537403,-0.512416906741488,-3.16729041892092
"187",2019-01-24,-0.716923986220132,-0.780725817341148,-1.13593217990903,-0.512416906741488,-3.1459988902118
"188",2019-01-25,-0.716923986220132,-0.764515458308358,-1.13994682318774,-0.507697953427852,-3.12908422114408
"189",2019-01-28,-0.716923986220132,-0.741417818331804,-1.10900611780825,-0.486216628256483,-3.05356455061667
"190",2019-01-29,-0.716923986220132,-0.738306437587862,-1.1229041811851,-0.513476213967913,-3.091610818961
"191",2019-01-30,-0.716923986220132,-0.744776340076471,-1.14116303786499,-0.532732145004392,-3.13559550916598
"192",2019-01-31,-0.716923986220132,-0.731455952192838,-1.11937040506369,-0.507312703192021,-3.07506304666868
"193",2019-02-01,-0.716923986220132,-0.730458878547906,-1.07797816841351,-0.477159420283908,-3.00252045346545
"194",2019-02-04,-0.716923986220132,-0.724099103164081,-1.07088167760465,-0.458077755327872,-2.96998252231673
"195",2019-02-05,-0.716923986220132,-0.710611371780478,-1.03165946168438,-0.442269363962706,-2.90146418364769
"196",2019-02-06,-0.716923986220132,-0.69296397463909,-1.02441591441038,-0.438220399073613,-2.87252427434322
"197",2019-02-07,-0.716923986220132,-0.707360452165854,-1.01495714400631,-0.439088073847143,-2.87832965623944
"198",2019-02-08,-0.716923986220132,-0.714735440484087,-1.02957270954979,-0.433592929377711,-2.89482506563172
"199",2019-02-11,-0.716923986220132,-0.701480027759145,-1.0051239311204,-0.395602862208937,-2.81913080730861
"200",2019-02-12,-0.716923986220132,-0.703232125055559,-1.00229572208082,-0.405535079468935,-2.82798691282544
"201",2019-02-13,-0.716923986220132,-0.690332116613425,-0.983224042292947,-0.347288286284475,-2.73776843141098
"202",2019-02-14,-0.716923986220132,-0.677913004273125,-0.993931388004042,-0.374290812462576,-2.76305919095988
"203",2019-02-15,-0.716923986220132,-0.681929327131581,-0.999344103789388,-0.367250927115189,-2.76544834425629
"204",2019-02-19,-0.716923986220132,-0.678164087370096,-0.998237055538861,-0.35924657332305,-2.75257170245214
"205",2019-02-20,-0.716923986220132,-0.669371950380202,-1.01040997138295,-0.365707888303352,-2.76241379628664
"206",2019-02-21,-0.716923986220132,-0.672136177097354,-1.0078285999605,-0.366672250944123,-2.76356101422211
"207",2019-02-22,-0.716923986220132,-0.675652966706135,-1.02109983110263,-0.364839984233414,-2.77851676826231
"208",2019-02-25,-0.716923986220132,-0.673643542897923,-0.993931388004042,-0.346998988768694,-2.73149790589079
"209",2019-02-26,-0.716923986220132,-0.664218147091834,-0.975466543973807,-0.349795666566854,-2.70640434385263
"210",2019-02-27,-0.716923986220132,-0.660822602536519,-0.986178494439753,-0.352592354641513,-2.71651743783792
"211",2019-02-28,-0.716923986220132,-0.65415352058722,-0.980638571471552,-0.350663638173227,-2.70237971645213
"212",2019-03-01,-0.716923986220132,-0.659061390771491,-0.966473633701654,-0.35326741356579,-2.69572642425907
"213",2019-03-04,-0.716923986220132,-0.644708228106119,-0.923673911326971,-0.34883131108991,-2.63413743674313
"214",2019-03-05,-0.716923986220132,-0.65390176000034,-1.00057400031406,-0.369951166262828,-2.74135091279736
"215",2019-03-06,-0.716923986220132,-0.651635663366113,-1.0040172655086,-0.362621882176336,-2.73519879727119
"216",2019-03-07,-0.716923986220132,-0.658180683099228,-1.01544865924111,-0.38258433719483,-2.7731376657553
"217",2019-03-08,-0.716923986220132,-0.654657022009354,-1.00672221082028,-0.389045439487377,-2.76734865853715
"218",2019-03-11,-0.716923986220132,-0.648487430178054,-1.00623042743993,-0.386056003745656,-2.75769784758377
"219",2019-03-12,-0.716923986220132,-0.633866684310838,-0.94144512090063,-0.360307394870192,-2.65254318630179
"220",2019-03-13,-0.716923986220132,-0.632353033404889,-0.923797299989886,-0.355871268596937,-2.62894558821184
"221",2019-03-14,-0.716923986220132,-0.627432171686134,-0.952915075957098,-0.348445554797525,-2.64571678866089
"222",2019-03-15,-0.716923986220132,-0.612403982886281,-0.92947562629361,-0.341309289892763,-2.60011288529279
"223",2019-03-18,-0.716923986220132,-0.64244001149716,-0.932067556230268,-0.344588077172006,-2.63601963111957
"224",2019-03-19,-0.716923986220132,-0.626296271968951,-0.920340303352253,-0.343237977127803,-2.60679853866914
"225",2019-03-20,-0.716923986220132,-0.640045254637569,-0.905519427702704,-0.329640769348451,-2.59212943790886
"226",2019-03-21,-0.716923986220132,-0.656167317403523,-0.900453751917775,-0.330315794140116,-2.60386084968155
"227",2019-03-22,-0.716923986220132,-0.634749552432716,-0.867445351953468,-0.292710330473228,-2.51182922107954
"228",2019-03-25,-0.716923986220132,-0.681803867586083,-0.937497109691848,-0.340730700730644,-2.67695566422871
"229",2019-03-26,-0.716923986220132,-0.691209501328824,-0.937126963317221,-0.343527272682463,-2.68878772354864
"230",2019-03-27,-0.716923986220132,-0.676783061341962,-0.916265348002268,-0.325301301109126,-2.63527369667349
"231",2019-03-28,-0.716923986220132,-0.700103075707562,-0.972510473926745,-0.346227551896809,-2.73576508775125
"232",2019-03-29,-0.716923986220132,-0.701354882556241,-0.954394659494937,-0.332051589492886,-2.7047251177642
"233",2019-04-01,-0.716923986220132,-0.700603823745019,-0.905890033606663,-0.329062125293448,-2.65247996886526
"234",2019-04-02,-0.716923986220132,-0.696847494652168,-0.887600477579697,-0.314308443909937,-2.61568040236193
"235",2019-04-03,-0.716923986220132,-0.677034178268617,-0.866208489598054,-0.307462316798847,-2.56762897088565
"236",2019-04-04,-0.716923986220132,-0.671759306371981,-0.869176909940244,-0.302159197366074,-2.56001939989843
"237",2019-04-05,-0.716923986220132,-0.681803867586083,-0.932684564368793,-0.358571511795523,-2.68998392997053
"238",2019-04-08,-0.716923986220132,-0.675527412614399,-0.918982056360652,-0.3430451369845,-2.65447859217968
"239",2019-04-09,-0.716923986220132,-0.675904117271384,-0.90971946432568,-0.372169184699213,-2.67471675251641
"240",2019-04-10,-0.716923986220132,-0.678791738111666,-0.908854797288023,-0.372747858015678,-2.6773183796355
"241",2019-04-11,-0.716923986220132,-0.649494998569409,-0.901565844042511,-0.372554942203156,-2.64053977103521
"242",2019-04-12,-0.716923986220132,-0.65654488952289,-0.880553694649513,-0.350277880933585,-2.60430045132612
"243",2019-04-15,-0.716923986220132,-0.657803225079565,-0.902307153410414,-0.349024152187416,-2.62605851689753
"244",2019-04-16,-0.716923986220132,-0.655663944463477,-0.88043012154295,-0.343913026706282,-2.59693107893284
"245",2019-04-17,-0.716923986220132,-0.658306531078945,-0.898723829461547,-0.354328231628384,-2.62828257838901
"246",2019-04-18,-0.716923986220132,-0.683811324344699,-0.920710705067322,-0.363682703834831,-2.68512871946698
"247",2019-04-22,-0.716923986220132,-0.688702407484866,-1.03460496351989,-0.351242238207148,-2.79147359543203
"248",2019-04-23,-0.687234802775485,-0.671884915777668,-1.01237650668884,-0.323469170192374,-2.69496539543437
"249",2019-04-24,-0.660644362340603,-0.657929030097759,-0.975836008763237,-0.295217126011157,-2.58962652721276
"250",2019-04-25,-0.707310098552883,-0.650376511674102,-1.0195030001411,-0.292421101570415,-2.6696107119385
"251",2019-04-26,-0.69286204829976,-0.635632395205441,-0.984701328856962,-0.277381417058846,-2.59057718942101
"252",2019-04-29,-0.683051471819562,-0.632479207252933,-0.957476720825613,-0.256175027952545,-2.52918242785065
"253",2019-04-30,-0.667341634049263,-0.627432171686134,-0.934782441601542,-0.249910330404932,-2.47946657774187
