"","date","TDOC","VEEV","PHG","MDRX","OMCL","index"
"45",2015-09-01,-0.661557116689518,-1.3366165613446,-0.793391520053309,0.224153752494518,-0.955371434644855,-3.52278288023776
"46",2015-09-02,-0.70730319859289,-1.34987543468098,-0.844119657227882,0.0739387685123212,-0.986589850102655,-3.81394937209208
"47",2015-09-03,-0.718362720540779,-1.34921848659119,-0.802136568109899,0.0270201315544065,-0.965284494445217,-3.80798213813267
"48",2015-09-04,-0.714255916693763,-1.35075128838164,-0.813506144067927,0.0301472749906588,-0.97283366870066,-3.82119974285334
"49",2015-09-08,-0.739350979435532,-1.34910898651739,-0.836247224098906,-0.0167535946069755,-0.981664815427106,-3.92312560008591
"50",2015-09-09,-0.743922832018577,-1.34133086946018,-0.776777198192559,0.0958393997310834,-0.958243291823872,-3.72443479176411
"51",2015-09-10,-0.71188606449612,-1.34374178377911,-0.792517011447417,0.0207655109997462,-0.962938714971801,-3.7903180636947
"52",2015-09-11,-0.705248354126809,-1.341221262663,-0.781149095270987,0.0582972649933671,-0.957982233568056,-3.72730368063549
"53",2015-09-14,-0.697026026347852,-1.34045399493433,-0.774154036661014,0.0676821417817086,-0.957460171852669,-3.70141208801416
"54",2015-09-15,-0.703825587133857,-1.33979626189216,-0.796889442447941,0.108355339558474,-0.966066091090041,-3.69822204300552
"55",2015-09-16,-0.705090272413842,-1.33431323815115,-0.824001614562485,0.183464766847617,-0.968410068315351,-3.64835042659521
"56",2015-09-17,-0.719784022812648,-1.33157036988921,-0.810007678285159,0.20850401871629,-0.979848489534592,-3.63270654180532
"57",2015-09-18,-0.718362720540779,-1.32992422254192,-0.836247224098906,0.349330437397511,-0.967628929217018,-3.50283265900111
"58",2015-09-21,-0.72136307774018,-1.32992422254192,-0.893981157288228,0.264841564675858,-0.972313496391197,-3.65274038928567
"59",2015-09-22,-0.716941271302326,-1.32970470631772,-0.900104492517465,0.24293300571535,-0.978290918956193,-3.68210838337835
"60",2015-09-23,-0.68120132472376,-1.33760350107312,-0.943839505742751,0.155296684705371,-1.0092926558275,-3.81664030266176
"61",2015-09-24,-0.681834634274939,-1.34549473110386,-0.949087040795989,0.183464766847617,-1.0059509152839,-3.79890255461107
"62",2015-09-25,-0.68389265625946,-1.35086076596704,-0.963079641548103,0.167815583892579,-1.01980176218123,-3.84981924206326
"63",2015-09-28,-0.715203739300629,-1.35545735814737,-0.963954150250234,-0.0136274640363676,-1.03051610666051,-4.07875881839511
"64",2015-09-29,-0.742346537996056,-1.36562595246351,-1.00766907382933,-0.204090914313759,-1.02975258801853,-4.3494850666212
"65",2015-09-30,-0.736512431141307,-1.3702138300191,-0.998927745775284,-0.266418957199919,-1.05101706986801,-4.42309003400362
"66",2015-10-01,-0.716151497223482,-1.36387746834135,-0.984065637206968,-0.204090914313759,-1.02975258801853,-4.29793810510409
"67",2015-10-02,-0.707935417919003,-1.36398676284897,-0.966577637525761,-0.235262921620456,-1.04016176063218,-4.31392450054637
"68",2015-10-05,-0.779963625005289,-1.35523852843857,-0.926346367687425,-0.169783159762506,-1.0210800569231,-4.25241173781689
"69",2015-10-06,-0.791742278431346,-1.35348771347407,-0.882608998790895,-0.051133092572198,-1.01365580056294,-4.09262788383144
"70",2015-10-07,-0.805075412443538,-1.351627045959,-0.872111777919932,-0.107359972561794,-1.03204223409828,-4.16821644298255
"71",2015-10-08,-0.811500392853828,-1.34560428034325,-0.853741656663531,-0.0979917818653708,-1.01903440404769,-4.12787251577366
"72",2015-10-09,-0.802566981186863,-1.3440704981198,-0.826625653365769,-0.210326476644015,-1.0174989525859,-4.20108856190235
"73",2015-10-12,-0.795508675413158,-1.33793244087723,-0.795140386836893,-0.113604965496981,-1.01006316212103,-4.05224963074529
"74",2015-10-13,-0.783262937260744,-1.34231724346493,-0.817879158166887,-0.0417582399842926,-1.0092926558275,-3.99451023470435
"75",2015-10-14,-0.783734198436812,-1.34987543468098,-0.830124421386785,-0.06050720018531,-1.02363446780684,-4.04787572249673
"76",2015-10-15,-0.782477486418265,-1.35075128838164,-0.824001614562485,-0.101114744243211,-1.05604328291037,-4.11438841651598
"77",2015-10-16,-0.781849060560487,-1.34089243346444,-0.804760283658877,-0.00112223809087997,-1.0645529108955,-3.99317692667019
"78",2015-10-19,-0.783734198436812,-1.33650689177137,-0.803011134985577,0.0614254869284772,-1.04723779840312,-3.9090645366684
"79",2015-10-20,-0.780435029547178,-1.33486171623268,-0.801262173313767,0.174075024379353,-1.0363599670618,-3.77884386177607
"80",2015-10-21,-0.786247182372741,-1.33826138851709,-0.812631520723242,0.186594415741294,-1.0376280552895,-3.78817373116128
"81",2015-10-22,-0.774462530423535,-1.34724729861907,-0.811756901797073,0.202244011432668,-1.03610623982459,-3.7673289592316
"82",2015-10-23,-0.795194853598976,-1.35326885002384,-0.775902804464955,0.211633726292769,-1.04218626298902,-3.75491904478401
"83",2015-10-26,-0.780592129854984,-1.34341305614502,-0.745304147756028,0.302396387022861,-1.02235766035524,-3.58927060708841
"84",2015-10-27,-0.777134831647779,-1.3441800666108,-0.755794150984376,0.308654790710321,-1.04900246800396,-3.61745672653659
"85",2015-10-28,-0.768958716204317,-1.3443991782302,-0.733067438179619,0.267971356626832,-1.06055396457454,-3.63900794056185
"86",2015-10-29,-0.751171323204165,-1.33573918519933,-0.698988777031964,0.346201823793441,-1.04749000862805,-3.48718747027007
"87",2015-10-30,-0.757470820205732,-1.34308433615784,-0.699862423793518,0.336815902145152,-1.04370322571948,-3.50730490373141
"88",2015-11-02,-0.757470820205732,-1.34242681462856,-0.679771568055609,0.314913310306863,-1.12605810823664,-3.59081400081968
"89",2015-11-03,-0.758730320008402,-1.33804209154748,-0.653575273453045,0.43377142872182,-1.10151928206584,-3.41809553835294
"90",2015-11-04,-0.790172538318694,-1.33255790766668,-0.659686782043919,0.380612131197152,-1.10709730382539,-3.50890240065752
"91",2015-11-05,-0.79645005374084,-1.33168010439069,-0.694620699166095,0.371228217032195,-1.12080950552387,-3.5723321457893
"92",2015-11-06,-0.815102807392848,-1.33277734938591,-0.666672105391402,0.324300417112933,-1.1222433962149,-3.61249524127213
"93",2015-11-09,-0.821208198851226,-1.32322656968335,-0.65794052937741,0.580567324666666,-1.11433437830296,-3.33614235154827
"94",2015-11-10,-0.811970330249227,-1.32399543672167,-0.692000145419947,0.52126036107206,-1.12700974343292,-3.4337152947517
"95",2015-11-11,-0.817608048721371,-1.32717992326566,-0.708599117207104,0.586807102314103,-1.13222867877569,-3.39880866565572
"96",2015-11-12,-0.811187068792389,-1.32860708165638,-0.714715461303464,0.546238288112048,-1.13859881157294,-3.44687013521313
"97",2015-11-13,-0.793782568033769,-1.32948520534802,-0.726949719384831,0.483777004934463,-1.14212087137296,-3.50856135920511
"98",2015-11-16,-0.790329525888072,-1.32915591185904,-0.757542620631859,0.477527830549738,-1.13175531263396,-3.53125554046319
"99",2015-11-17,-0.780120762115654,-1.32454456435252,-0.731319426391428,0.546238288112048,-1.11457485498599,-3.40432131973354
"100",2015-11-18,-0.762350625931776,-1.31949120074424,-0.713841811564945,0.508768030462446,-1.10733925510667,-3.39425486288519
"101",2015-11-19,-0.764081692194196,-1.31773279409295,-0.701609581329627,0.608640606298854,-1.10054659167247,-3.27533005299039
"102",2015-11-20,-0.776506128894942,-1.32168867111044,-0.677151570611829,0.561844802912284,-1.10685530408638,-3.32035687179131
"103",2015-11-23,-0.76801494514307,-1.32146894289146,-0.676278205023936,0.5930459367053,-1.09689239316147,-3.26960854951463
"104",2015-11-24,-0.763609600623024,-1.32212811075404,-0.69724151458223,0.627348737893157,-1.08832549998719,-3.24395598805333
"105",2015-11-25,-0.755108901367356,-1.32058999520189,-0.691126593135983,0.571206764420473,-1.07673554438771,-3.27235426967247
"106",2015-11-27,-0.764081692194196,-1.305524317003,-0.685012196178277,0.677205899847355,-1.06355409369148,-3.1409663992196
"107",2015-11-30,-0.759832268010075,-1.30486390729384,-0.649210155748588,0.699003691550764,-1.0613045003488,-3.07620713985054
"108",2015-12-01,-0.732568967069366,-1.304093389437,-0.654448333723096,0.68032021309763,-1.05353203578037,-3.0643225129122
"109",2015-12-02,-0.728308675229433,-1.31619392091696,-0.66230625202121,0.77366839200418,-1.0512687369965,-2.98440919315992
"110",2015-12-03,-0.737931784291248,-1.3109157193782,-0.693747115048887,0.739460967481336,-1.06155461704534,-3.06468826828235
"111",2015-12-04,-0.732095659744827,-1.32190839373233,-0.712094208234029,0.614877428597764,-1.05704669902711,-3.20826753214052
"112",2015-12-07,-0.73840487699334,-1.31905162714244,-0.685012196178277,0.652283029527451,-1.04471378847241,-3.13489945925901
"113",2015-12-08,-0.742188891623972,-1.32190839373233,-0.678024947473057,0.667860962020741,-1.05629420570017,-3.13055547650878
"114",2015-12-09,-0.755581304502724,-1.32311674687742,-0.720832445216826,0.583687293487421,-1.06155461704534,-3.27739782015489
"115",2015-12-10,-0.771475074554447,-1.32794841339223,-0.725201832915035,0.49939714515491,-1.06355409369148,-3.38878226939828
"116",2015-12-11,-0.759202608877558,-1.32564273474197,-0.738311514604786,0.490025384811168,-1.07400927537633,-3.40714074878947
"117",2015-12-14,-0.76801494514307,-1.33266762924522,-0.773279662680659,0.415012465542486,-1.0814323873225,-3.54038215884896
"118",2015-12-15,-0.777606357828732,-1.32761908098219,-0.773279662680659,0.418139305617298,-1.0772306899507,-3.53759648582499
"119",2015-12-16,-0.776663285462025,-1.32037026003058,-0.770656747996762,0.515014318816012,-1.0819259028899,-3.43460187756326
"120",2015-12-17,-0.773519220522941,-1.31080572070367,-0.69636789897083,0.555602528813252,-1.08069183645283,-3.30578214783702
"121",2015-12-18,-0.778077833797955,-1.31487467746105,-0.763662334950641,0.568086168546745,-1.07945664303108,-3.36798532069398
"122",2015-12-21,-0.782163278045534,-1.31509455116105,-0.808258639246952,0.53687271804689,-1.10054659167247,-3.46919034207912
"123",2015-12-22,-0.784676628928548,-1.31333528179738,-0.813506144067927,0.574327207355824,-1.0920038525968,-3.42919470003483
"124",2015-12-23,-0.788759575078844,-1.31223555502764,-0.790768011088457,0.589926450716596,-1.08832549998719,-3.39016219046554
"125",2015-12-24,-0.793154840568422,-1.30266225677067,-0.75666838158789,0.649166785477842,-1.08266585027326,-3.2859845437224
"126",2015-12-28,-0.788916583654157,-1.30376315938827,-0.74705242929836,0.677205899847355,-1.07500125128043,-3.23752752377386
"127",2015-12-29,-0.792683997688243,-1.305524317003,-0.757542620631859,0.69589019535371,-1.07326485464966,-3.23312559461905
"128",2015-12-30,-0.78718939162857,-1.30321271430826,-0.733067438179619,0.764341495886446,-1.03838853588802,-3.09751658411803
"129",2015-12-31,-0.778863631992967,-1.30310262126361,-0.754919927118543,0.739460967481336,-1.02746037843943,-3.12488559133321
"130",2016-01-04,-0.78436251460672,-1.30420347045288,-0.810007678285159,0.727016041481958,-1.03026163219631,-3.20181925405912
"131",2016-01-05,-0.783891280917185,-1.30596454226622,-0.848493245898266,0.430645386691943,-1.07995084953576,-3.58765453192549
"132",2016-01-06,-0.760147099945058,-1.30266225677067,-0.872111777919932,0.455652546281435,-1.09126902411707,-3.5705376124713
"133",2016-01-07,-0.74187359293115,-1.3124555155469,-0.900104492517465,0.421265751811194,-1.09908618742711,-3.63225403661143
"134",2016-01-08,-0.749438372445679,-1.3323384601976,-0.914975197025113,0.327429447608305,-1.10588682145857,-3.77520940351866
"135",2016-01-11,-0.765340478465444,-1.33957702673848,-0.933343779067621,0.29613751046085,-1.11937378233413,-3.86149755614482
"136",2016-01-12,-0.76801494514307,-1.3439609281506,-0.886982980630881,0.139648625668189,-1.1222433962149,-3.98155362447126
"137",2016-01-13,-0.773833676030778,-1.34253640525158,-0.844119657227882,0.380612131197152,-1.12272096618087,-3.70259857349395
"138",2016-01-14,-0.800842061799655,-1.35370659178048,-0.899229709989027,0.386867376192872,-1.14235524844911,-3.80926623582539
"139",2016-01-15,-0.787974527452543,-1.34680920293926,-0.844994403697015,0.49939714515491,-1.13057086247772,-3.61095185141163
"140",2016-01-19,-0.799116849532247,-1.35272161270609,-0.906227760889667,0.383739644269564,-1.12938514453438,-3.80371172339282
"141",2016-01-20,-0.805232172349078,-1.35731712410293,-0.863364042990601,0.374356266011922,-1.14282383964756,-3.79438091307824
"142",2016-01-21,-0.819173500681696,-1.35556677077846,-0.884358592366963,0.364972193816613,-1.13341128253681,-3.82753795254732
"143",2016-01-22,-0.809777016953391,-1.34954697783183,-0.886108184904922,0.33368704455415,-1.12605810823664,-3.83780324337264
"144",2016-01-25,-0.792527045500902,-1.34198845834925,-0.878235180605815,0.483777004934463,-1.098598994511,-3.6275726740325
"145",2016-01-26,-0.802880546827642,-1.35250270732247,-0.8817343688493,0.349330437397511,-1.11505565932072,-3.80284284492262
"146",2016-01-27,-0.804134801690694,-1.3541443301301,-0.737437452392196,0.383739644269564,-1.08881654527244,-3.60079348521587
"147",2016-01-28,-0.811187068792389,-1.35808277841876,-0.748800743964263,0.308654790710321,-1.11023878198859,-3.71965458245368
"148",2016-01-29,-0.822616567168134,-1.36770176784548,-0.749674913279295,0.145907873759809,-1.1181759143923,-3.9122612889254
"149",2016-02-01,-0.811343732074089,-1.35633259574117,-0.702483258018736,0.227283449479272,-1.10709730382539,-3.74997344018011
"150",2016-02-02,-0.815259407760357,-1.35359715338335,-0.712094208234029,0.139648625668189,-1.10419016829992,-3.84549231200947
"151",2016-02-03,-0.816981799451381,-1.36475176012409,-0.776777198192559,0.0520413391690773,-1.11745663360748,-4.02392605220643
"152",2016-02-04,-0.817451486469571,-1.36289376910076,-0.733941457235795,0.0708102716464969,-1.10806477157399,-3.95154121273361
"153",2016-02-05,-0.827622448276399,-1.35469144823382,-0.769782401013856,0.0739387685123212,-1.11409385159926,-3.99225138061102
"154",2016-02-08,-0.844341037455823,-1.37436236858101,-0.807384043199288,-0.132336063932957,-1.11481528208636,-4.27323879525544
"155",2016-02-09,-0.866946295145328,-1.38897302770884,-0.883483795677999,-0.247727253219798,-1.10830652858299,-4.49543690033495
"156",2016-02-10,-0.879702791712973,-1.38908195546842,-0.897480141914002,-0.303784004459296,-1.11961320409046,-4.58966209764515
"157",2016-02-11,-0.877681770775396,-1.39191343769333,-0.909726827181746,-0.247727253219798,-1.11841558906359,-4.54546487793386
"158",2016-02-12,-0.879236437767164,-1.39441727332578,-0.949961640401841,-0.210326476644015,-1.13530064725596,-4.56924247539477
"159",2016-02-16,-0.878770071000012,-1.39213120270665,-0.964828651799079,-0.160423439708036,-1.13671542385319,-4.53286878906697
"160",2016-02-17,-0.871926842706311,-1.38287061365404,-0.918474173037752,-0.107359972561794,-1.10733925510667,-4.38797085706657
"161",2016-02-18,-0.845589772474371,-1.37228839472962,-0.875610791846293,-0.135457521703829,-1.11337201921014,-4.34231849996425
"162",2016-02-19,-0.838250922121184,-1.37796319575965,-0.8817343688493,-0.19785442560723,-1.11697683107082,-4.41277974340818
"163",2016-02-22,-0.831375082922434,-1.37785412361081,-0.854616426360165,-0.28199074610973,-1.11793618926289,-4.46377256826603
"164",2016-02-23,-0.828873495587639,-1.37250672040568,-0.824001614562485,-0.272647995738533,-1.11937378233413,-4.41740360862847
"165",2016-02-24,-0.835126185699896,-1.37610843953921,-0.839745963683629,-0.266418957199919,-1.12724752251321,-4.44464706863586
"166",2016-02-25,-0.832156693283249,-1.37228839472962,-0.856365970122695,-0.207208626439273,-1.12128768837966,-4.3893073729545
"167",2016-02-26,-0.84871083226894,-1.36868485108267,-0.82312710939726,-0.20097274843998,-1.1116859482278,-4.35318148941665
"168",2016-02-29,-0.83746985069937,-1.36442390450792,-0.810882288216611,-0.1635435953788,-1.10103303148129,-4.277352670284
"169",2016-03-01,-0.849022884323589,-1.35425374005988,-0.820503116488477,-0.166663302632826,-1.12200453447628,-4.31244757798106
"170",2016-03-02,-0.850114948264078,-1.34560428034325,-0.725201832915035,-0.144820753833776,-1.11120375638571,-4.17694557174184
"171",2016-03-03,-0.854637761060878,-1.3381517407609,-0.754919927118543,-0.0854989324688704,-1.11745663360748,-4.15066499501667
"172",2016-03-04,-0.865856403709298,-1.33880958448546,-0.748800743964263,-0.0917454652350913,-1.11745663360748,-4.16266883100159
"173",2016-03-07,-0.874260413088073,-1.32739950496253,-0.70685179790278,-0.0636313710154293,-1.11673685428896,-4.08887994125777
"174",2016-03-08,-0.869748226269731,-1.32080974577798,-0.719958561998586,0.0238927763840198,-1.12796050228452,-4.0145842599468
"175",2016-03-09,-0.877837255616729,-1.32860708165638,-0.742681952326394,-0.0792515918318264,-1.1331748675316,-4.16155274896293
"176",2016-03-10,-0.871926842706311,-1.32564273474197,-0.730445433744713,-0.054257913034528,-1.1286730585199,-4.11094598274742
"177",2016-03-11,-0.875349179416271,-1.33431323815115,-0.723453983882559,-0.0792515918318264,-1.13104480037656,-4.14341279365836
"178",2016-03-14,-0.873171499572979,-1.3275092936822,-0.685012196178277,-0.0448834033693868,-1.09518351378052,-4.02575990658337
"179",2016-03-15,-0.880013664421919,-1.32849730715068,-0.658813649273862,-0.051133092572198,-1.11505565932072,-4.03351337273938
"180",2016-03-16,-0.885762733825821,-1.34352263349945,-0.664925662009878,-0.10423727493526,-1.14469598194017,-4.14314428621058
"181",2016-03-17,-0.883898634226208,-1.34286516828248,-0.637862640326594,-0.113604965496981,-1.10564462638227,-4.08387603471454
"182",2016-03-18,-0.898488697434528,-1.34308433615784,-0.60557761770301,-0.204090914313759,-1.11625675014894,-4.16749831575808
"183",2016-03-21,-0.889800088340932,-1.33727452733819,-0.602088549920412,-0.129214462098117,-1.10903150709313,-4.06740913479079
"184",2016-03-22,-0.889489605621261,-1.34056359106351,-0.581158383978281,-0.132336063932957,-1.13364764457124,-4.07719528916724
"185",2016-03-23,-0.893990484986337,-1.33891922349045,-0.606449961187518,-0.13857884080746,-1.13553658422097,-4.11347509469273
"186",2016-03-24,-0.903294138809263,-1.35140813124091,-0.618664040507838,-0.235262921620456,-1.14703125185488,-4.25566048403335
"187",2016-03-28,-0.909490108089823,-1.34965647191716,-0.627389783797973,-0.26330403816829,-1.16734117495566,-4.31718157692891
"188",2016-03-29,-0.916299553207728,-1.35534794410689,-0.618664040507838,-0.28199074610973,-1.16230470461095,-4.33460698854313
"189",2016-03-30,-0.909335269567445,-1.34823295312463,-0.566337878906245,-0.0761277335228789,-1.13104480037656,-4.03107863549776
"190",2016-03-31,-0.910109414361983,-1.34713777178451,-0.536709926178394,0.0145115361393975,-1.12104862242864,-3.90049419861413
"191",2016-04-01,-0.914752511773661,-1.34604244142856,-0.539323499646617,0.0489133376821578,-1.10999741568163,-3.86120253084831
"192",2016-04-04,-0.907941604076883,-1.34691873434925,-0.575055336248381,0.158426446392111,-1.10806477157399,-3.77955399985639
"193",2016-04-05,-0.908251322310709,-1.34308433615784,-0.623026746577864,0.170945442545721,-1.10661325593488,-3.81003021843557
"194",2016-04-06,-0.906547672222233,-1.34165966010581,-0.663179432456824,0.161555934099545,-1.12272096618087,-3.87255179686619
"195",2016-04-07,-0.907476994631911,-1.33365503763911,-0.649210155748588,0.280489944196323,-1.12152670333615,-3.73137894715944
"196",2016-04-08,-0.903913969570055,-1.33562950402601,-0.69724151458223,0.24606294028728,-1.11481528208636,-3.80553732997737
"197",2016-04-11,-0.900504250627068,-1.34089243346444,-0.647464361708527,0.255452345729842,-1.12558202507764,-3.75899072514784
"198",2016-04-12,-0.907476994631911,-1.34165966010581,-0.652702225382452,0.167815583892579,-1.13009671448116,-3.86412001070875
"199",2016-04-13,-0.902829235180386,-1.34111165439773,-0.618664040507838,0.142778232780881,-1.12248220679657,-3.84230890410164
"200",2016-04-14,-0.889644841096626,-1.33124117874221,-0.595110917144344,0.189724374983069,-1.10878989626646,-3.73506245826658
"201",2016-04-15,-0.890110573419644,-1.33376474482205,-0.589006252849652,0.180334835130334,-1.11913430991183,-3.75168104587284
"202",2016-04-18,-0.889334352108745,-1.33804209154748,-0.587262143826751,0.217893743629545,-1.11023878198859,-3.70698362584202
"203",2016-04-19,-0.890886701517761,-1.33880958448546,-0.556750385648413,0.211633726292769,-1.09004332544569,-3.66485627080455
"204",2016-04-20,-0.886849930276054,-1.33848067965627,-0.536709926178394,0.221023749880465,-1.08906200062704,-3.63007878685729
"205",2016-04-21,-0.884053996596618,-1.3349714075357,-0.550650267985293,0.25232246314955,-1.0819259028899,-3.59927911185797
"206",2016-04-22,-0.877059815996144,-1.32827775387017,-0.557621915687691,0.258582204804772,-1.08685133834884,-3.59122861909807
"207",2016-04-25,-0.879080995070017,-1.32344625304046,-0.562851246154278,0.267971356626832,-1.07599250860951,-3.57339964624743
"208",2016-04-26,-0.877526282898633,-1.32421507941217,-0.666672105391402,0.274230859628799,-1.06305444813744,-3.65723705621085
"209",2016-04-27,-0.876282300621367,-1.32432490913426,-0.617791506124393,0.230413440259996,-1.05177196118258,-3.6397572368026
"210",2016-04-28,-0.876748812956496,-1.31740307035085,-0.592494476116478,0.258582204804772,-1.04092122432334,-3.56898537894239
"211",2016-04-29,-0.876437812734676,-1.31949120074424,-0.604705454669665,0.161555934099545,-1.04420855304098,-3.68328708709001
"212",2016-05-02,-0.875193660938728,-1.3189417302659,-0.630007864513993,0.108355339558474,-1.01031996002627,-3.72610787618641
"213",2016-05-03,-0.872238017523682,-1.31553432404246,-0.620408982867493,0.145907873759809,-1.0090357503684,-3.67130920104223
"214",2016-05-04,-0.883277168803181,-1.32080974577798,-0.689379521540147,0.158426446392111,-1.01365580056294,-3.74869579029213
"215",2016-05-05,-0.889179095463919,-1.32443473744784,-0.711220420744403,0.0864530948187625,-1.01186017718591,-3.8502413360233
"216",2016-05-06,-0.89678278518229,-1.32772886686211,-0.731319426391428,0.0801959567758801,-1.02746037843943,-3.90309550009937
"217",2016-05-09,-0.895386756619244,-1.32454456435252,-0.714715461303464,0.0520413391690773,-1.01980176218123,-3.90240720528738
"218",2016-05-10,-0.880324539678984,-1.32278720709689,-0.725201832915035,0.117743047954565,-1.01237331537786,-3.82294384711421
"219",2016-05-11,-0.880635387785959,-1.32190839373233,-0.698115140615386,0.136519053891075,-1.01031996002627,-3.77445982826887
"220",2016-05-12,-0.883121791010943,-1.31982084523753,-0.719958561998586,0.0457854123650312,-1.02235766035524,-3.89947344623726
